"","Gender","Residence","Nationality","MTurkID","task_comp_check1","task_comp_check2","task_comp_check3","timing_ctrl1a_Page.Submit","timing_ctrl1b_Page.Submit","timing_ctrl2a_Page.Submit","timing_ctrl2b_Page.Submit","timing_ctrl3a_Page.Submit","timing_ctrl3b_Page.Submit","timing_ctrl4a_Page.Submit","timing_ctrl4b_Page.Submit","timing_ctrl5a_Page.Submit","timing_ctrl5b_Page.Submit","prep_timing1a_Page.Submit","prep_timing1b_Page.Submit","prep_timing2a_Page.Submit","prep_timing2b_Page.Submit","prep_timing3a_Page.Submit","prep_timing3b_Page.Submit","prep_timing4a_Page.Submit","prep_timing4b_Page.Submit","prep_timing5a_Page.Submit","prep_timing5b_Page.Submit","prep_timing6a_Page.Submit","prep_timing6b_Page.Submit","prep_timing7a_Page.Submit","prep_timing7b_Page.Submit","prep_timing8a_Page.Submit","prep_timing8b_Page.Submit","prep.timing9a_Page.Submit","prep.timing9b_Page.Submit","prep.timing10a_Page.Submit","prep.timing10b_Page.Submit","prep_timing11_Page.Submit","prep.tming11b_Page.Submit","prep.timing12a_Page.Submit","prep.timing12b_Page.Submit","Comp_check_PR1","comp_check_PR2","Comp_check_comp1","Comp_check_comp2","Comp_check_comp3","Comp_check_comp4","choice_tourn_first2","choice_PR_first2","extra_prep1","extra.prep2","extraprep3","extraprep4","extraprep5","conf_rank","gender_perform","task_gender_prep","gender_compete","risk","preparedness","gen_gender_prep","fatigue_1","fatigue_2","fab_1","fab_2","fab_3","fab_4","fab_5","fab_6","interest","Age","Race.ethnicity","Race.ethnicity_7_TEXT","ownincome","education","unclear","Condition","score_before_task","unlimited_prep_score","taskscore.x","task_comp_check_acc","pay_comp_check_acc","n_comp_wrong","extra_prep_count","comp_choice","total_time","time_qs","perf_fixed","extraprep_count_time","perf_extra","fab","fati","bonus_assn","bonus_qs","percent_rank","conf_accuracy","taskscore.y","PR_pay","taskscore","difference_score","W_L","tourn_payment","combined_pay","total_bonus"
"539","Male","United States","American","AW1QY7Q83DYCJ","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.686,1.629,12.038,1.971,15.016,3.498,18.541,5.031,11.431,1.678,24.775,1.738,17.615,2.127,14.594,1.733,13.464,1.526,15.97,2.9,16.006,2.95,18.685,3.257,"$12 ","","$24 ","","$0 ","","Piece-rate (where you will earn $.10 for every problem solved correctly)","","No","","","","",0.8,"Men","Women","Men",8,"No","Women",2,2,3,4,3,2,2,2,6,47,"White/Caucasian","","$90,000 to $100,000","Graduate Degree","no","Prepare",56,NA,57,0,3,3,0,"Piece-rate",218.859,188.821,0.296577181563491,0,NA,2.66666666666667,2,2,0.1,0.705365853658537,"incorrect",57,5.7,NA,NA,NA,NA,5.7,5.8
"540","Male","United States","American","A1NCSZCN8EA787","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.179,1.719,14.291,3.232,17.082,1.556,17.214,1.425,13.312,1.451,18.43,1.776,19.491,1.507,17.43,2.755,13.316,1.437,11.801,2.259,13.033,2.196,17.633,8.047,"$1.20 ","$14 ","$24 ","","$0 ","","Piece-rate (where you will earn $.10 for every problem solved correctly)","","No","","","","",0.8,"Men","Women","Men",2,"No","Women",2,5,1,5,7,6,6,3,2,44,"White/Caucasian","","$80,000 to $90,000","Bachelor's Degree","no","Prepare",56,NA,60,0,4,4,0,"Piece-rate",213.572,184.212,0.303997568019456,0,NA,4.66666666666667,3.5,4,0,0.739512195121952,"incorrect",60,6,NA,NA,NA,NA,6,6
"541","Male","United States","American","A2TC2ACCD3YHW6","48","","",18.782,4.458,17.848,1.88,16.95,1.99,17.419,2.801,17.74975,3.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12 ","","$24 ","","$0 ","","","Piece-rate (where you will earn $.10 for every problem solved correctly)","Yes","No","","","",0.6,"Women","Women","Men",7,"No","Women",1,1,3,4,2,5,4,4,3,33,"White/Caucasian","","Less than $10,000","Some College","No","Control",5,34,42,0,3,3,1,"Piece-rate",103.26775,88.74875,0.0563388216735447,120,0.283333333333333,3.66666666666667,1,3,0.1,0.416585365853659,"incorrect",42,4.2,NA,NA,NA,NA,4.2,4.3
"542","Male","United States","American","A2MK6F1WAMF5FY","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.695,3.085,15.839,3.176,16.086,3.108,28.142,10.302,24.811,4.025,15.838,3.09,24.252,4.099,32.234,9.968,37.884,7.355,13.1,5.367,102.4,7.103,32.442,8.033,"$12 ","","$24 ","","$2 ","$0 ","","Tournament (where you will earn $.20 for every problem solved correctly only if you win)","Yes","No","","","",0.6,"Men","Women","Men",8,"No","Women",2,2,4,6,2,2,3,3,7,47,"Pacific Islander","","$100,000 to $200,00","Bachelor's Degree","no","Prepare",57,55,69,0,4,4,1,"Tournament",424.434,355.723,0.160237038369743,120,0.458333333333333,3.33333333333333,2,2,0.1,0.842926829268293,"correct",NA,NA,NA,NA,NA,NA,0,0.1
"543","Male","United States","American","AFTX47T07GSFQ","48","","",40.69,6.19,24.164,1.878,26.136,3.343,19.963,1.553,27.73825,3.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12 ","","$24 ","","$0 ","","","Tournament (where you will earn $.20 for every problem solved correctly only if you win)","Yes","No","","","",0.4,"Men","Men","Men",6,"Yes","Men",2,4,3,6,2,2,4,6,6,45,"Black/African-American","","$20,000 to $30,000","Some College","","Control",5,17,19,0,3,3,1,"Tournament",155.08225,138.69125,0.0360513010013249,120,0.141666666666667,3.83333333333333,3,3,0.1,0.0478048780487805,"incorrect",NA,NA,19,3,"win",3.8,3.8,3.9
"544","Male","United States","American","A38ZLNCTSUGW7","48","","",15.401,2.696,13.548,1.073,13.711,1.69,13.392,1.265,14.013,1.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12 ","","$24 ","","$0 ","","Piece-rate (where you will earn $.10 for every problem solved correctly)","","No","","","","",0.6,"Women","Women","Men",7,"No","Women",3,3,3,3,3,3,3,3,5,37,"White/Caucasian","","$90,000 to $100,000","Some College","no","Control",3,NA,41,0,3,3,0,"Piece-rate",77.935,70.065,0.0428173838578463,0,NA,3,3,4,0,0.389268292682927,"incorrect",41,4.1,NA,NA,NA,NA,4.1,4.1
"545","Female","United States","American","A3GGWQIGG6A9OJ","48","","",11.735,1.948,14.697,0.724,15.693,1.083,14.187,0.749,14.078,1.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12 ","","$24 ","","$24 ","$0 ","Piece-rate (where you will earn $.10 for every problem solved correctly)","","No","","","","",0.7,"Women","Women","Men",2,"No","Women",1,1,2,1,1,4,2,1,6,34,"White/Caucasian","","$100,000 to $200,00","Graduate Degree","No","Control",4,NA,41,0,4,4,0,"Piece-rate",76.135,70.39,0.0568262537292229,0,NA,1.83333333333333,1,1,0,0.389268292682927,"incorrect",41,4.1,NA,NA,NA,NA,4.1,4.1
"546","Male","United States","American","AU6EFHA3PX4A","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.367,2.554,16.218,9.839,22.64,5.02,21.543,3.653,25.308,2.412,20.272,2.08,39.337,2.065,40.099,2.249,20.534,1.681,16.427,1.947,25.461,4.032,41.51,2.012,"$12 ","","$24 ","","$0 ","","","Piece-rate (where you will earn $.10 for every problem solved correctly)","No","","","","",0.5,"Women","Women","Men",6,"No","Women",3,3,3,3,3,3,3,3,6,38,"White/Caucasian","","$70,000 to $80,000","Bachelor's Degree","no, thank you!","Prepare",56,NA,31,0,3,3,0,"Piece-rate",343.26,303.716,0.184382778648474,0,NA,3,3,2,0.1,0.19609756097561,"incorrect",31,3.1,NA,NA,NA,NA,3.1,3.2
"547","Female","United States","American","A15QQTHZ6Y2K8O","48","","",23.193,4.92,17.061,1.776,18.479,1.162,15.836,1.991,18.64225,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12 ","","$24 ","","$0 ","","","Piece-rate (where you will earn $.10 for every problem solved correctly)","Yes","Yes","Yes","No","",0.1,"Men","Women","Men",7,"Yes","Women",2,3,5,6,5,4,6,6,6,29,"Other (please specify)","Bi-racial","Less than $10,000","High School Diploma","No everything was completely straightforward.","Control",5,78,34,0,3,3,3,"Piece-rate",104.56025,93.21125,0.0536415936917486,360,0.216666666666667,5.33333333333333,2.5,3,0.1,0.248780487804878,"correct",34,3.4,NA,NA,NA,NA,3.4,3.5
"548","Female","United States","American","AS3GWXBJL6I2B","48","","",18.081,7.75,17.985,1.44,15.601,1.322,15.793,1.475,16.865,1.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12 ","","$24 ","","$0 ","","Tournament (where you will earn $.20 for every problem solved correctly only if you win)","","Yes","No","","","",0.3,"Men","Women","Men",5,"No","Women",6,7,7,6,7,4,6,2,3,37,"White/Caucasian","","Less than $10,000","Some College","No. ","Control",5,37,46,0,3,3,1,"Tournament",97.523,84.325,0.0592943966795138,120,0.308333333333333,5.33333333333333,6.5,2,0.1,0.501463414634146,"correct",NA,NA,NA,NA,NA,NA,0,0.1
"549","Male","United States","American","AUK7S68FUF8SL","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.604,10.962,19.733,2.865,21.386,2.796,24.852,8.44,18.4,7.501,32.567,7.992,28.318,3.202,39.942,4.979,30.768,2.065,20.946,2.989,20.25,2.656,40.547,7.665,"$12 ","","$24 ","","$0 ","","Piece-rate (where you will earn $.10 for every problem solved correctly)","","Yes","No","","","",0.7,"Men","Women","Men",2,"No","Women",4,4,5,2,4,5,3,5,6,51,"White/Caucasian","","$30,000 to $40,000","Bachelor's Degree","","Prepare",57,33,40,0,3,3,1,"Piece-rate",382.425,318.313,0.179069029540107,120,0.275,4,4,1,0.1,0.367804878048781,"incorrect",40,4,NA,NA,NA,NA,4,4.1
"550","Female","United States","American","A3BX9C1WRT7M4V","48","","",16.321,2.755,23.362,1.914,37.237,2.528,14.726,5.002,22.9115,1.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12 ","","$24 ","","$0 ","","Piece-rate (where you will earn $.10 for every problem solved correctly)","","Yes","No","","","",0.5,"Men","Women","Men",5,"No","Women",2,2,1,1,2,3,1,1,4,26,"Other (please specify)","West Indian","Less than $10,000","Bachelor's Degree","","Control",4,40,52,0,3,3,1,"Piece-rate",128.3885,114.5575,0.0349169630971346,120,0.333333333333333,1.5,2,2,0.1,0.616585365853659,"correct",52,5.2,NA,NA,NA,NA,5.2,5.3
"551","Female","United States","American","A1FAUUBZ91TJ2V","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.762,4.01,21.417,2.752,30.199,3.573,37.284,2.927,38.026,7.298,47.518,6.438,34.552,4.641,39.159,6.486,42.113,9.688,30.916,2.476,52.702,4.456,33.922,3.698,"$12 ","","$24 ","","$0 ","","","Piece-rate (where you will earn $.10 for every problem solved correctly)","No","","","","",0.5,"Women","Women","Men",5,"No","Women",6,5,4,4,5,5,5,4,4,29,"Hispanic/Latino","","$20,000 to $30,000","Bachelor's Degree","","Prepare",56,NA,28,0,3,3,0,"Piece-rate",494.013,435.57,0.128567164864431,0,NA,4.5,5.5,1,0,0.145365853658537,"incorrect",28,2.8,NA,NA,NA,NA,2.8,2.8
"552","Male","United States","American","A1YQ13SUZBWB7O","48","","",15.121,2.723,12.728,0.908,14.308,1.038,11.865,0.761,13.5055,1.887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$1.20 ","$14 ","$24 ","","$0 ","","","Piece-rate (where you will earn $.10 for every problem solved correctly)","No","","","","",0.5,"Women","Women","Men",8,"No","Women",2,2,5,5,4,3,4,4,6,31,"Hispanic/Latino","","$20,000 to $30,000","Bachelor's Degree","Thank you!","Control",4,NA,60,0,4,4,0,"Piece-rate",74.8445,67.5275,0.059235126429973,0,NA,4.16666666666667,2,4,0.1,0.739512195121952,"correct",60,6,NA,NA,NA,NA,6,6.1
"553","Male","United States","American","A83GJEN0ZGXPX","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.825,3.588,12.356,11.49,13.37,2.501,11.969,2.246,14.062,1.902,16.217,5.101,17.147,1.679,14.482,4.761,18.513,5.366,22.161,6.039,18.275,2.234,18.553,11.407,"$12 ","","$24 ","","$0 ","","","Piece-rate (where you will earn $.10 for every problem solved correctly)","No","","","","",0.8,"Men","Women","Men",2,"No","Women",2,2,1,2,2,2,1,3,6,39,"White/Caucasian","","$70,000 to $80,000","Graduate Degree","","Prepare",55,NA,67,0,3,3,0,"Piece-rate",245.244,186.93,0.294227785802172,0,NA,1.83333333333333,2,1,0.1,0.825365853658537,"correct",67,6.7,NA,NA,NA,NA,6.7,6.8
"554","Female","United States","American","A1EL9DKICP43SM","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.347,3.384,10.173,3.002,19.014,4.154,14.66,3.608,18.574,3.904,16.948,3.295,41.296,5.9,23.761,7.046,20.965,3.408,12.641,3.252,16.739,2.401,42.469,4.297,"$12 ","","$24 ","","$0 ","","","Piece-rate (where you will earn $.10 for every problem solved correctly)","Yes","No","","","",0.7,"Men","Women","Men",3,"No","Women",2,3,4,5,5,3,2,3,6,22,"White/Caucasian","","$20,000 to $30,000","Bachelor's Degree","","Prepare",57,65,70,0,3,3,1,"Piece-rate",295.238,247.587,0.23022210374535,120,0.541666666666667,3.66666666666667,2.5,1,0.1,0.854634146341464,"correct",70,7,NA,NA,NA,NA,7,7.1
"555","Male","United States","American","A36G4BPLYCF8V8","48","","",20.765,3.377,18.712,2.432,21.773,1.962,16.316,2.104,19.3915,2.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12 ","","$24 ","","$0 ","","Piece-rate (where you will earn $.10 for every problem solved correctly)","","No","","","","",0.5,"Men","Women","Men",3,"No","Women",2,2,2,2,3,2,1,2,6,41,"Hispanic/Latino","","$80,000 to $90,000","Bachelor's Degree","No.","Control",4,NA,25,0,3,3,0,"Piece-rate",108.9655,96.9575,0.0412551891292577,0,NA,2,2,3,0.1,0.0995121951219512,"incorrect",25,2.5,NA,NA,NA,NA,2.5,2.6
"556","Male","United States","American","A2PTTSUG7NF42Q","48","","",33.968,8.001,20.429,2.489,17.79,1.916,16.561,15.641,22.187,2.387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12 ","","$24 ","","$0 ","","Piece-rate (where you will earn $.10 for every problem solved correctly)","","Yes","No","","","",0.5,"Men","Men","Men",8,"Yes","Men",4,3,6,5,3,2,5,6,6,54,"Black/African-American","","$90,000 to $100,000","Bachelor's Degree","no","Control",4,53,33,0,3,3,1,"Piece-rate",141.369,110.935,0.0360571505836751,120,0.441666666666667,4.5,3.5,3,0.1,0.229268292682927,"incorrect",33,3.3,NA,NA,NA,NA,3.3,3.4
"557","Male","United States","American","A3R98EUOF1B2M1","48","","",20.481,6.103,19.014,3.054,21.924,2.791,18.979,2.842,20.0995,2.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12 ","","$24 ","","$0 ","","Piece-rate (where you will earn $.10 for every problem solved correctly)","","No","","","","",0.4,"Men","Men","Men",7,"Yes","Men",2,1,3,2,4,3,2,2,7,72,"White/Caucasian","","$50,000 to $60,000","Graduate Degree","no","Control",3,NA,35,0,3,3,0,"Piece-rate",117.7895,100.4975,0.029851488843006,0,NA,2.66666666666667,1.5,4,0,0.264390243902439,"incorrect",35,3.5,NA,NA,NA,NA,3.5,3.5
"558","Female","United States","American","A28J7H4TH29DC3","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.029,4.127,13.725,3.76,11.215,4.946,12.798,6.338,8.642,2.923,9.847,3.798,16.753,3.165,14.855,3.375,15.078,3.817,9.198,4.636,17.686,3.193,15.553,7.267,"$12 ","","$24 ","","$0 ","","","Piece-rate (where you will earn $.10 for every problem solved correctly)","No","","","","",0.8,"Women","Women","Men",5,"No","Women",3,3,5,5,6,5,5,2,6,49,"East Asian","","$70,000 to $80,000","Bachelor's Degree","","Prepare",56,NA,79,0,3,3,0,"Piece-rate",204.724,153.379,0.365108652423083,0,NA,4.66666666666667,3,3,0.1,0.915121951219513,"correct",79,7.9,NA,NA,NA,NA,7.9,8
"559","Male","United States","American","A27VIS8YL07EID","48","","",14.881,17.354,15.495,1.67,12.628,1.36,11.799,1.199,13.70075,1.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12 ","","$24 ","","$0 ","","","Tournament (where you will earn $.20 for every problem solved correctly only if you win)","Yes","No","","","",0.6,"Women","Women","Men",6,"No","Women",6,5,5,4,4,4,4,5,6,40,"White/Caucasian,East Asian","","$60,000 to $70,000","Bachelor's Degree","no ","Control",5,42,52,0,3,3,1,"Tournament",91.70575,68.50375,0.0729887049979016,120,0.35,4.33333333333333,5.5,3,0.1,0.616585365853659,"correct",NA,NA,52,19,"win",10.4,10.4,10.5
"560","Female","United States","American","A9EQ4FWCUQVBL","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.12,1.428,8.535,0.988,11.269,1.932,20.009,7.762,10.637,1.846,14.312,2.811,15.043,1.449,20.309,4.343,12.939,1.343,13.408,1.693,43.709,2.257,45.218,1.363,"$0 ","$14 ","$2 ","$28 ","$2 ","$0 ","Tournament (where you will earn $.20 for every problem solved correctly only if you win)","","Yes","Yes","Yes","No","",1,"Women","Men","Women",7,"No","Women",2,1,3,4,3,3,5,6,5,57,"White/Caucasian","","$10,000 to $20,000","Graduate Degree","","Prepare",54,176,69,0,6,6,3,"Tournament",251.723,222.508,0.242687903356284,360,0.488888888888889,4,1.5,1,0,0.842926829268293,"incorrect",NA,NA,NA,NA,NA,NA,0,0
"561","Female","United States","American","A35DZ5AAKNOKQ8","48","","",17.849,1.576,17.216,1.384,21.204,1.27,18.387,1.224,18.664,1.478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12 ","","$24 ","","$0 ","","Piece-rate (where you will earn $.10 for every problem solved correctly)","","No","","","","",0,"Men","Women","Men",5,"No","Women",6,6,5,5,6,4,5,5,1,30,"White/Caucasian","","$20,000 to $30,000","Some College","","Control",5,NA,32,0,3,3,0,"Piece-rate",100.252,93.32,0.0535790827261037,0,NA,5,6,1,0.1,0.212682926829268,"correct",32,3.2,NA,NA,NA,NA,3.2,3.3
"562","Male","United States","American","A1EINDP6KANNIL","48","","",12.669,3.722,10.618,1.186,12.088,2.015,12.036,0.901,11.85275,1.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12 ","","$24 ","","$0 ","","","Tournament (where you will earn $.20 for every problem solved correctly only if you win)","Yes","No","","","",0.7,"Women","Women","Men",6,"No","Women",2,5,5,5,5,2,5,5,5,23,"White/Caucasian","","Less than $10,000","Bachelor's Degree","","Control",5,71,89,0,3,3,1,"Tournament",68.70075,59.26375,0.0843686064415431,120,0.591666666666667,4.5,3.5,4,0.1,0.954146341463415,"correct",NA,NA,89,-40,"win",17.8,17.8,17.9
"563","Male","United States","American","A2741GQBQ2JSDU","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.749,1.121,13.416,1.254,21.273,6.717,15.126,1.357,16.094,1.368,16.233,1.692,16.662,1.847,18.126,2.001,18.067,2.258,20.081,1.584,18.49,1.3,28.878,1.516,"$12 ","","$24 ","","$0 ","","Piece-rate (where you will earn $.10 for every problem solved correctly)","","No","","","","",0.7,"Men","Women","Men",8,"No","Women",5,5,5,5,6,5,5,5,5,44,"White/Caucasian","","$30,000 to $40,000","Graduate Degree","","Prepare",57,NA,51,0,3,3,0,"Piece-rate",243.21,219.195,0.260042427975091,0,NA,5.16666666666667,5,2,0.1,0.594146341463415,"incorrect",51,5.1,NA,NA,NA,NA,5.1,5.2
"564","Male","United States","American","AINL4YZ4USR31","48","","",21.248,8.06,16.207,2.499,15.314,1.847,14.012,2.964,16.69525,3.378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12 ","","$24 ","","$0 ","","","Piece-rate (where you will earn $.10 for every problem solved correctly)","No","","","","",0.8,"Women","Women","Men",3,"Yes","Women",2,2,4,5,2,4,4,5,6,62,"White/Caucasian","","$50,000 to $60,000","Bachelor's Degree","","Control",5,NA,35,0,3,3,0,"Piece-rate",102.22425,83.47625,0.0598972761713661,0,NA,4,2,3,0.1,0.264390243902439,"incorrect",35,3.5,NA,NA,NA,NA,3.5,3.6
"565","Male","United States","American","A26ONTAZYS9022","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.58,1.088,8.167,2.539,6.797,1.855,6.697,1.984,7.707,2.259,9.907,17.164,9.645,2.233,9.814,2.155,9.143,2.039,5.617,1.721,9.403,2.185,11.954,2.226,"$12 ","","$24 ","","$0 ","","Tournament (where you will earn $.20 for every problem solved correctly only if you win)","","No","","","","",0.8,"Women","Women","Men",3,"No","Women",3,5,4,2,3,2,2,3,5,30,"White/Caucasian","","$70,000 to $80,000","Bachelor's Degree","How would I find out if I won the tournament round?","Prepare",56,NA,83,0,3,3,0,"Tournament",139.879,100.431,0.557596757973136,0,NA,2.66666666666667,4,3,0.1,0.938536585365854,"correct",NA,NA,NA,NA,NA,NA,0,0.1
"566","Female","United States","American","A13CQDRK05RVKI","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.296,5.565,17.816,4.07,18.855,4.563,21.373,3.386,22.125,13.694,23.533,3.813,25.068,3.984,22.358,3.609,19.758,4.79,20.189,2.931,29.897,3.361,33.8,3.517,"$12 ","","$24 ","","$0 ","","Tournament (where you will earn $.20 for every problem solved correctly only if you win)","","No","","","","",0.6,"Men","Women","Men",7,"No","Women",1,1,1,1,2,1,1,1,7,62,"White/Caucasian","","$40,000 to $50,000","Graduate Degree","no","Prepare",57,NA,42,0,3,3,0,"Tournament",328.351,271.068,0.210279339501527,0,NA,1.16666666666667,1,4,0,0.416585365853659,"incorrect",NA,NA,NA,NA,NA,NA,0,0
"567","Female","United States","American","A160X70DIV96VM","48","","",15.593,3.239,16.078,5.069,16.801,1.749,13.823,1.908,15.57375,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$1.20 ","$14 ","$24 ","","$0 ","","Piece-rate (where you will earn $.10 for every problem solved correctly)","","Yes","No","","","",0.1,"Men","Women","Men",0,"No","Women",6,7,5,6,7,5,6,2,3,56,"White/Caucasian","","$10,000 to $20,000","High School Diploma","No, it was fine, I just got really nervous & my mind was going blank :(","Control",5,30,28,0,4,4,1,"Piece-rate",91.91375,77.86875,0.0642106108034353,120,0.25,5.16666666666667,6.5,2,0.1,0.145365853658537,"correct",28,2.8,NA,NA,NA,NA,2.8,2.9
"568","Female","United States","American","A14UEP5ZUIB40W","48","","",19.096,2.147,14.59,1.367,14.067,2.811,13.034,1.322,15.19675,1.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12 ","","$24 ","","$0 ","","","Piece-rate (where you will earn $.10 for every problem solved correctly)","No","","","","",0.5,"Women","Women","Men",2,"No","Women",3,1,2,2,3,2,2,1,6,48,"White/Caucasian","","$10,000 to $20,000","Bachelor's Degree","","Control",5,NA,39,0,3,3,0,"Piece-rate",84.87175,75.98375,0.0658035435208186,0,NA,2,2,3,0.1,0.343414634146341,"incorrect",39,3.9,NA,NA,NA,NA,3.9,4
"569","Male","United States","American","AFIK3VBMMX6G6","48","","",12.604,1.945,12.966,2.575,16.473,1.5,10.351,1.186,13.0985,1.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12 ","","$24 ","","$0 ","","Piece-rate (where you will earn $.10 for every problem solved correctly)","","Yes","No","","","",0.7,"Men","Men","Men",5,"No","Women",3,3,5,2,3,2,2,4,6,36,"White/Caucasian","","$10,000 to $20,000","Some College","No, but when I did the math part my trackpad or mouse went haywire and it wasted 10 seconds, the SOB!","Control",5,83,81,0,3,3,1,"Piece-rate",74.1255,65.4925,0.0763446196129328,120,0.691666666666667,3,3,1,0.1,0.930731707317074,"correct",81,8.1,NA,NA,NA,NA,8.1,8.2
"570","Male","United States","American","A232K9H2FGIRXI","48","","",17.049,5.11,20.483,1.724,15.896,1.577,13.501,1.885,16.73225,22.287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12 ","","$24 ","","$24 ","$0 ","","Piece-rate (where you will earn $.10 for every problem solved correctly)","Yes","No","","","",0.1,"Women","Women","Men",6,"Yes","Women",1,1,6,6,6,6,6,6,7,31,"Black/African-American","","$40,000 to $50,000","Some College","","Control",4,39,43,0,4,4,1,"Piece-rate",116.24425,83.66125,0.047811860329603,120,0.325,6,1,4,0.1,0.433170731707317,"correct",43,4.3,NA,NA,NA,NA,4.3,4.4
"571","Female","United States","American","A2YCP9JVYJ8UQR","48","","",39.585,4.43,35.543,1.123,32.843,1.843,27.35,1.303,33.83025,1.242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12 ","","$24 ","","$0 ","","Piece-rate (where you will earn $.10 for every problem solved correctly)","","No","","","","",0.2,"Men","Women","Men",2,"No","Women",6,6,3,3,3,3,3,6,2,22,"Hispanic/Latino","","$20,000 to $30,000","Bachelor's Degree","Nothing was unclear.","Control",5,NA,39,0,3,3,0,"Piece-rate",179.09225,169.15125,0.0295593440781549,0,NA,3.5,6,2,0.1,0.343414634146341,"correct",39,3.9,NA,NA,NA,NA,3.9,4
"572","Male","United States","American","A27GGFYLKINHMF","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.393,5.494,22.991,4.505,29.284,3.7,30.594,4.638,25.4,3.541,31.297,5.601,31.826,4.193,37.966,3.461,34.016,4.056,27,5.2,28.571,4.219,38.841,9.038,"$12 ","","$24 ","","$0 ","","","Piece-rate (where you will earn $.10 for every problem solved correctly)","No","","","","",0.8,"Women","Women","Men",3,"No","Men",1,1,2,1,2,4,1,2,6,34,"Black/African-American","","Less than $10,000","High School Diploma","","Prepare",56,NA,33,0,3,3,0,"Piece-rate",422.825,365.179,0.153349453281815,0,NA,2,1,3,0.1,0.229268292682927,"incorrect",33,3.3,NA,NA,NA,NA,3.3,3.4
