"workerId","task_score","gender","gender_other","task_comp_check1","task_comp_check2","task_comp_check3","task_comp_check_acc","practice_problems_binary","perc_practice_all","perc_practice_men","perc_practice_women","conf_rank","better_gender_guess","perc_task_gender_pract","perc_gender_comp_F","perc_gender_comp_M","risk","perc_gen_gender_pract","age","education","condition","extra_practice_rounds_count","practice_nonempty","fraud","Q_RecaptchaScore","Q_RelevantIDDuplicate","Q_RelevantIDDuplicateScore","Q_RelevantIDFraudScore","total_pract_time","Finished","perceived_pract_dev","perceived_pract_dev_F","perceived_pract_dev_M"
"A1WLJJ22878BPA",12,"Woman",NA,"48",NA,NA,0,"Yes",70,80,0,30,"Men correctly solved more multiplication problems than women","Women were more likely to practice/study than men","Women would choose each payment scheme equally","Men would choose piece rate more often than tournament","3","Women prepare more than men",53,"High school graduate (GED)","piecerate",0,10,0,1,NA,0,0,36.737,TRUE,8.50395588587868,-61.4960441141213,18.5039558858787
"A17TLDNMY6UBP",11,"Woman",NA,"48",NA,NA,0,"No",20,40,100,50,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","3","Women prepare more than men",67,"Master's degree (MA, MS, MENG, MSW, etc)","tournament",0,0,0,1,NA,0,0,0,TRUE,20,100,40
"AB9UMPS8TMYAF",6,"Woman",NA,"48",NA,NA,0,"No",10,100,100,10,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","1","Women prepare more than men",55,"High school graduate (diploma)","piecerate",0,0,0,1,NA,0,0,0,TRUE,10,100,100
"A3EUH97BRHRSI6",5,"Man",NA,"48",NA,NA,0,"Yes",90,80,70,50,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose each payment scheme equally","Men would choose tournament more often than piece rate","7","There is no difference in how much men and women prepare",40,"Some college (1-4 years, no degree)","tournament",0,10,0,0.899999976158142,NA,0,0,289.752,TRUE,28.5039558858787,8.50395588587868,18.5039558858787
"A2418EO8L4Y0G",10,"Man",NA,"48",NA,NA,0,"No",100,100,100,40,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose piece rate more often than tournament","Men would choose piece rate more often than tournament","0","Women prepare more than men",22,"Some college (1-4 years, no degree)","piecerate",0,0,0,1,NA,0,0,0,TRUE,100,100,100
"AZ4O1FARVJ7B3",10,"Woman",NA,"48",NA,NA,0,"Yes",40,40,40,30,"Men correctly solved more multiplication problems than women","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","4","Women prepare more than men",36,"High school graduate (diploma)","tournament",0,10,0,1,NA,0,0,73.108,TRUE,-21.4960441141213,-21.4960441141213,-21.4960441141213
"A1EHE9NGVRKK04",4,"Woman",NA,"48",NA,NA,0,"No",100,100,100,40,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","5","Women prepare more than men",55,"High school graduate (GED)","tournament",0,0,0,0.899999976158142,NA,NA,NA,0,TRUE,100,100,100
"A1PA99NYBHBWWX",15,"Man",NA,"48",NA,NA,0,"No",100,100,100,60,"Men correctly solved more multiplication problems than women","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","4","Women prepare more than men",41,"Master's degree (MA, MS, MENG, MSW, etc)","tournament",0,0,0,0.899999976158142,NA,0,0,0,TRUE,100,100,100
"A1VXA0UP5R9TC9",7,"Woman",NA,"48",NA,NA,0,"Yes",10,10,10,10,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose each payment scheme equally","Men would choose tournament more often than piece rate","3","There is no difference in how much men and women prepare",29,"Associate's degree (including occupational or academic degrees)","tournament",0,10,0,0.899999976158142,NA,0,0,34.499,TRUE,-51.4960441141213,-51.4960441141213,-51.4960441141213
"A1IEJV23EOYRS5",5,"Woman",NA,"48",NA,NA,0,"Yes",50,50,0,30,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose each payment scheme equally","Men would choose each payment scheme equally","8","There is no difference in how much men and women prepare",30,"Master's degree (MA, MS, MENG, MSW, etc)","piecerate",0,10,0,0.899999976158142,NA,0,0,28.082,TRUE,-11.4960441141213,-61.4960441141213,-11.4960441141213
"A1A3IZ30V2JU65",12,"Man",NA,"48",NA,NA,0,"Yes",80,80,70,70,"Men correctly solved more multiplication problems than women","Women were more likely to practice/study than men","Women would choose tournament more often than piece rate","Men would choose piece rate more often than tournament","1","Men prepare more than women",52,"Bachelor's degree (BA, BS, etc)","piecerate",1,20,0,0.800000011920929,NA,0,5,62.709,TRUE,-13.2869815391992,-23.2869815391992,-13.2869815391992
"A3BY7M6AVT0RGS",6,"Man",NA,"48",NA,NA,0,"No",50,50,0,40,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","5","Women prepare more than men",40,"Master's degree (MA, MS, MENG, MSW, etc)","piecerate",0,0,0,1,NA,0,0,0,TRUE,50,0,50
"A1BE5NGDU9B9JG",9,"Man",NA,"48",NA,NA,0,"No",100,100,100,50,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","2","Women prepare more than men",38,"Bachelor's degree (BA, BS, etc)","tournament",0,0,0,0.899999976158142,NA,0,0,0,TRUE,100,100,100
"A3NE6KCYCQEKNC",7,"Woman",NA,"48",NA,NA,0,"Yes",90,90,90,70,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose piece rate more often than tournament","10","Women prepare more than men",46,"High school graduate (diploma)","piecerate",2,30,0,0.899999976158142,NA,0,0,351.356,TRUE,-7.60249340685687,-7.60249340685687,-7.60249340685687
"A2RW7CS9AJABOI",10,"Man",NA,"48",NA,NA,0,"No",100,100,100,60,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose tournament more often than piece rate","Men would choose tournament more often than piece rate","6","Women prepare more than men",40,"Bachelor's degree (BA, BS, etc)","piecerate",0,0,1,0.400000005960464,NA,0,80,0,TRUE,100,100,100
"A1UXVLMCA3PBIL",15,"Woman",NA,"48",NA,NA,0,"No",100,100,100,10,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","1","There is no difference in how much men and women prepare",53,"High school graduate (diploma)","tournament",0,0,0,0.899999976158142,NA,0,5,0,TRUE,100,100,100
"AQY75M3TZJ54B",9,"Man",NA,"48",NA,NA,0,"No",10,20,10,30,"Men correctly solved more multiplication problems than women","Women were more likely to practice/study than men","Women would choose tournament more often than piece rate","Men would choose tournament more often than piece rate","8","Women prepare more than men",36,"Some college (1-4 years, no degree)","tournament",0,0,0,0.899999976158142,NA,0,0,0,TRUE,10,10,20
"A1JCY43K6V3MED",17,"Man",NA,"48",NA,NA,0,"No",100,100,100,60,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose piece rate more often than tournament","Men would choose piece rate more often than tournament","7","There is no difference in how much men and women prepare",27,"High school graduate (GED)","tournament",0,0,0,0.899999976158142,NA,0,0,0,TRUE,100,100,100
"A3RW3H202EZIGN",5,"Woman",NA,"48",NA,NA,0,"No",100,100,100,40,"Men correctly solved more multiplication problems than women","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","7","Women prepare more than men",46,"Bachelor's degree (BA, BS, etc)","tournament",0,0,0,1,NA,NA,NA,0,TRUE,100,100,100
"A1DWQO9X2ZQ35G",17,"Woman",NA,"48",NA,NA,0,"Yes",50,70,0,50,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","6","Women prepare more than men",37,"Bachelor's degree (BA, BS, etc)","tournament",0,10,0,0.800000011920929,NA,NA,NA,39.536,TRUE,-11.4960441141213,-61.4960441141213,8.50395588587868
"A27V6J6KOHWK2P",11,"Woman",NA,"48",NA,NA,0,"No",50,50,0,40,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose each payment scheme equally","Men would choose each payment scheme equally","6","There is no difference in how much men and women prepare",52,"Some college (1-4 years, no degree)","piecerate",0,0,0,1,NA,0,0,0,TRUE,50,0,50
"A1D4I1QYL9713I",11,"Woman",NA,"48",NA,NA,0,"No",100,90,80,30,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","0","Women prepare more than men",63,"Some college (1-4 years, no degree)","piecerate",0,0,0,0.899999976158142,NA,0,0,0,TRUE,100,80,90
"A2DVXVQHR2FYZZ",12,"Woman",NA,"48",NA,NA,0,"No",100,100,100,10,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","8","Women prepare more than men",38,"Doctorate degree (PhD, EdD, etc)","tournament",0,0,0,0.899999976158142,NA,0,0,0,TRUE,100,100,100
"A3TSA2RB6WBXCB",5,"Woman",NA,"48",NA,NA,0,"Yes",10,20,10,10,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose tournament more often than piece rate","Men would choose tournament more often than piece rate","8","Women prepare more than men",63,"Master's degree (MA, MS, MENG, MSW, etc)","tournament",0,3,0,1,NA,0,0,31.477,TRUE,-46.5811555981779,-46.5811555981779,-36.5811555981779
"A3M996A6GKROVU",18,"Woman",NA,"48",NA,NA,0,"No",70,50,30,80,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","5","Women prepare more than men",29,"Bachelor's degree (BA, BS, etc)","piecerate",0,0,1,1,NA,0,75,0,TRUE,70,30,50
"A21XK5IYR0XA5J",20,"Woman",NA,"48",NA,NA,0,"No",50,70,40,40,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose piece rate more often than tournament","5","Women prepare more than men",53,"Master's degree (MA, MS, MENG, MSW, etc)","tournament",0,0,0,1,NA,0,0,0,TRUE,50,40,70
"A2ULONUOC5Y6DX",10,"Woman",NA,"48",NA,NA,0,"No",100,100,100,50,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","8","Women prepare more than men",27,"Bachelor's degree (BA, BS, etc)","piecerate",0,0,0,0.899999976158142,NA,0,0,0,TRUE,100,100,100
"A1GOLJMO4GID3I",12,"Woman",NA,"48",NA,NA,0,"No",100,100,100,20,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose each payment scheme equally","Men would choose each payment scheme equally","2","There is no difference in how much men and women prepare",52,"Master's degree (MA, MS, MENG, MSW, etc)","tournament",0,0,0,1,NA,0,0,0,TRUE,100,100,100
"A1X3UHUEOQOCQE",19,"Woman",NA,"48",NA,NA,0,"Yes",50,90,0,40,"Men correctly solved more multiplication problems than women","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","2","Women prepare more than men",44,"Some college (1-4 years, no degree)","tournament",0,10,0,0.899999976158142,NA,0,0,25.319,TRUE,-11.4960441141213,-61.4960441141213,28.5039558858787
"A3C3QQ9BL4J703",7,"Woman",NA,"48",NA,NA,0,"Yes",50,50,0,40,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose each payment scheme equally","Men would choose tournament more often than piece rate","6","Women prepare more than men",50,"Bachelor's degree (BA, BS, etc)","piecerate",0,10,0,1,NA,0,0,71.544,TRUE,-11.4960441141213,-61.4960441141213,-11.4960441141213
"A3M86VWCENGDWO",13,"Woman",NA,"48",NA,NA,0,"Yes",50,50,30,50,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","4","Women prepare more than men",40,"Doctorate degree (PhD, EdD, etc)","piecerate",0,10,0,0.899999976158142,NA,0,0,34.334,TRUE,-11.4960441141213,-31.4960441141213,-11.4960441141213
"A2JXI36V68MX7Y",15,"Man",NA,"48",NA,NA,0,"Yes",50,50,0,0,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose each payment scheme equally","Men would choose each payment scheme equally","8","There is no difference in how much men and women prepare",26,"Some college (1-4 years, no degree)","piecerate",0,10,0,0.899999976158142,NA,0,0,98.567,TRUE,-11.4960441141213,-61.4960441141213,-11.4960441141213
"AIL1DKZJDTILB",7,"Man",NA,"48",NA,NA,0,"No",60,0,60,60,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose piece rate more often than tournament","8","Women prepare more than men",46,"Some college (1-4 years, no degree)","piecerate",0,0,0,0.899999976158142,NA,0,0,0,TRUE,60,60,0
"A1WT72I4EWZPZH",10,"Man",NA,"48",NA,NA,0,"No",100,100,100,60,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","7","Women prepare more than men",27,"Bachelor's degree (BA, BS, etc)","piecerate",0,0,1,0.400000005960464,NA,0,0,0,TRUE,100,100,100
"ACXEEM1J2SGP7",3,"Man",NA,"48",NA,NA,0,"No",100,100,100,10,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose each payment scheme equally","Men would choose piece rate more often than tournament","1","Women prepare more than men",37,"Associate's degree (including occupational or academic degrees)","tournament",0,0,0,1,NA,0,0,0,TRUE,100,100,100
"AVETYUW22KOTK",9,"Woman",NA,"48",NA,NA,0,"Yes",30,50,30,0,"Men correctly solved more multiplication problems than women","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","3","There is no difference in how much men and women prepare",40,"Bachelor's degree (BA, BS, etc)","piecerate",0,10,0,1,NA,0,0,29.056,TRUE,-31.4960441141213,-31.4960441141213,-11.4960441141213
"A1T429RLLFTG35",13,"Man",NA,"48",NA,NA,0,"Yes",60,0,30,30,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","3","Women prepare more than men",79,"Some college (1-4 years, no degree)","tournament",1,20,0,0.899999976158142,NA,0,0,73.919,TRUE,-33.2869815391992,-63.2869815391992,-93.2869815391992
"AOCZRH4QWLCMF",10,"Man",NA,"48",NA,NA,0,"Yes",0,80,60,70,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","1","Women prepare more than men",30,"Master's degree (MA, MS, MENG, MSW, etc)","tournament",0,10,0,0.899999976158142,NA,0,0,35.902,TRUE,-61.4960441141213,-1.49604411412132,18.5039558858787
"A399GYOD60WD7M",9,"Woman",NA,"48",NA,NA,0,"No",100,100,100,60,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose each payment scheme equally","Men would choose each payment scheme equally","6","There is no difference in how much men and women prepare",55,"Some college (1-4 years, no degree)","tournament",0,0,0,0.899999976158142,NA,0,0,0,TRUE,100,100,100
"A5WWM72QEW104",17,"Man",NA,"48",NA,NA,0,"No",80,80,80,60,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose tournament more often than piece rate","Men would choose piece rate more often than tournament","6","Women prepare more than men",26,"Bachelor's degree (BA, BS, etc)","piecerate",0,0,0,1,NA,0,0,0,TRUE,80,80,80
"A390TAQDSFEBN9",12,"Woman",NA,"48",NA,NA,0,"Yes",40,40,40,40,"Men correctly solved more multiplication problems than women","There was no difference in how likely men and women were to practice/study","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","8","Men prepare more than women",35,"Bachelor's degree (BA, BS, etc)","piecerate",1,6,0,1,NA,0,0,25.334,TRUE,-19.3382881802925,-19.3382881802925,-19.3382881802925
"A2JORQ9GMDUHQH",9,"Woman",NA,"48",NA,NA,0,"Yes",30,10,40,40,"Men correctly solved more multiplication problems than women","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","5","Women prepare more than men",43,"Bachelor's degree (BA, BS, etc)","piecerate",0,5,0,0.800000011920929,NA,0,0,39.258,TRUE,-28.1155598177895,-18.1155598177895,-48.1155598177895
"A398M8CZ2BI77Z",6,"Man",NA,"48",NA,NA,0,"Yes",20,20,10,30,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose tournament more often than piece rate","Men would choose tournament more often than piece rate","8","There is no difference in how much men and women prepare",44,"Bachelor's degree (BA, BS, etc)","tournament",0,10,0,1,NA,0,0,43.895,TRUE,-41.4960441141213,-51.4960441141213,-41.4960441141213
"A3MAK5EFNKNO62",21,"Woman",NA,"48",NA,NA,0,"No",100,100,100,40,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose each payment scheme equally","Men would choose tournament more often than piece rate","1","Women prepare more than men",34,"Master's degree (MA, MS, MENG, MSW, etc)","tournament",0,0,0,1,NA,0,0,0,TRUE,100,100,100
"A2JEQ2V5FRMNLC",6,"Woman",NA,"48",NA,NA,0,"No",50,50,0,40,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose tournament more often than piece rate","Men would choose piece rate more often than tournament","6","Women prepare more than men",45,"Some college (1-4 years, no degree)","piecerate",0,0,0,0.899999976158142,NA,0,0,0,TRUE,50,0,50
"A2WTTEGP6KM17",5,"Woman",NA,"48",NA,NA,0,"No",100,100,100,10,"Men correctly solved more multiplication problems than women","There was no difference in how likely men and women were to practice/study","Women would choose tournament more often than piece rate","Men would choose piece rate more often than tournament","0","Men prepare more than women",58,"Bachelor's degree (BA, BS, etc)","piecerate",0,0,1,0.899999976158142,NA,0,75,0,TRUE,100,100,100
"A39L5W9N08RN33",19,"Woman",NA,"48",NA,NA,0,"No",100,100,100,70,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","0","Women prepare more than men",46,"Master's degree (MA, MS, MENG, MSW, etc)","piecerate",0,0,0,1,NA,0,0,0,TRUE,100,100,100
"A2VCCBAA4SGQOY",3,"Woman",NA,"48",NA,NA,0,"Yes",60,70,0,100,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose each payment scheme equally","Men would choose tournament more often than piece rate","7","Women prepare more than men",70,"Bachelor's degree (BA, BS, etc)","tournament",0,10,0,0.899999976158142,NA,0,0,81.622,TRUE,-1.49604411412132,-61.4960441141213,8.50395588587868
"A3SZ5EYLO5ZQ2D",8,"Woman",NA,"48",NA,NA,0,"No",70,20,30,50,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","8","Women prepare more than men",55,"High school graduate (diploma)","piecerate",0,0,0,1,NA,0,0,0,TRUE,70,30,20
"A2TWOX3S22NNGR",10,"Man",NA,"48",NA,NA,0,"No",30,30,10,60,"Men correctly solved more multiplication problems than women","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose piece rate more often than tournament","4","Women prepare more than men",55,"Some college (1-4 years, no degree)","piecerate",0,0,0,0.800000011920929,NA,0,0,0,TRUE,30,10,30
"A37SJNXZQPT8R7",24,"Woman",NA,"48",NA,NA,0,"No",10,100,10,50,"Men correctly solved more multiplication problems than women","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","5","Women prepare more than men",42,"High school graduate (diploma)","tournament",0,0,0,1,NA,0,0,0,TRUE,10,10,100
"A2EIQYUSCVZTML",15,"Woman",NA,"48",NA,NA,0,"No",50,30,0,40,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose each payment scheme equally","Men would choose each payment scheme equally","3","There is no difference in how much men and women prepare",49,"Bachelor's degree (BA, BS, etc)","tournament",0,0,0,1,NA,0,0,0,TRUE,50,0,30
"A237F8I5UDKP9C",8,"Woman",NA,"48",NA,NA,0,"Yes",80,80,90,50,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose each payment scheme equally","Men would choose piece rate more often than tournament","8","There is no difference in how much men and women prepare",67,"Some college (1-4 years, no degree)","piecerate",0,10,0,1,NA,0,0,40.871,TRUE,18.5039558858787,28.5039558858787,18.5039558858787
"A1DKS1KI6S93HF",7,"Man",NA,"48",NA,NA,0,"No",100,100,100,40,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","7","Women prepare more than men",66,"Bachelor's degree (BA, BS, etc)","piecerate",0,0,0,1,NA,0,0,0,TRUE,100,100,100
"A3U01JD1ZRRHPL",15,"Woman",NA,"48",NA,NA,0,"Yes",50,60,30,40,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","4","Women prepare more than men",56,"Bachelor's degree (BA, BS, etc)","tournament",0,10,0,0.899999976158142,NA,0,0,28.711,TRUE,-11.4960441141213,-31.4960441141213,-1.49604411412132
"A219VCQZADQ45W",8,"Woman",NA,"48",NA,NA,0,"No",100,100,100,30,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","5","There is no difference in how much men and women prepare",69,"Bachelor's degree (BA, BS, etc)","tournament",0,0,0,0.899999976158142,NA,0,0,0,TRUE,100,100,100
"A3M1B60SBIP62T",15,"Woman",NA,"48",NA,NA,0,"Yes",20,30,20,20,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","4","Women prepare more than men",22,"Bachelor's degree (BA, BS, etc)","piecerate",0,10,0,0.899999976158142,NA,0,0,33.395,TRUE,-41.4960441141213,-41.4960441141213,-31.4960441141213
"A1X47H6DNE0VYD",16,"Man",NA,"48",NA,NA,0,"Yes",60,60,50,60,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","6","Women prepare more than men",41,"Associate's degree (including occupational or academic degrees)","piecerate",0,10,0,1,NA,0,0,40.982,TRUE,-1.49604411412132,-11.4960441141213,-1.49604411412132
"A2G4LBM3K1BEOL",12,"Woman",NA,"48",NA,NA,0,"Yes",50,60,0,50,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","6","Women prepare more than men",40,"Bachelor's degree (BA, BS, etc)","tournament",1,20,0,1,NA,0,0,125.194,TRUE,-43.2869815391992,-93.2869815391992,-33.2869815391992
"A1KCR2IOU03EHK",16,"Man",NA,"48",NA,NA,0,"Yes",20,40,40,20,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose each payment scheme equally","Men would choose each payment scheme equally","4","There is no difference in how much men and women prepare",21,"High school graduate (diploma)","tournament",0,10,0,1,NA,0,0,38.167,TRUE,-41.4960441141213,-21.4960441141213,-21.4960441141213
"A9N9R7HIKV4KF",11,"Woman",NA,"48",NA,NA,0,"No",100,100,100,30,"Men correctly solved more multiplication problems than women","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","4","Women prepare more than men",51,"Master's degree (MA, MS, MENG, MSW, etc)","piecerate",0,0,0,1,NA,0,0,0,TRUE,100,100,100
"A3G0GCV9L0OYJC",5,"Man",NA,"48",NA,NA,0,"No",100,100,100,10,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose each payment scheme equally","Men would choose tournament more often than piece rate","8","Women prepare more than men",48,"Bachelor's degree (BA, BS, etc)","tournament",0,0,0,1,NA,0,0,0,TRUE,100,100,100
"A2FG47R5I9M8U0",19,"Man",NA,"48",NA,NA,0,"No",100,100,100,40,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose tournament more often than piece rate","Men would choose tournament more often than piece rate","7","There is no difference in how much men and women prepare",48,"Professional school degree (MD, DDC, JD, etc)","piecerate",0,0,0,1,NA,0,5,0,TRUE,100,100,100
"A38A5P4SMTW8YG",9,"Woman",NA,"48",NA,NA,0,"Yes",30,30,30,0,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","5","Women prepare more than men",44,"Bachelor's degree (BA, BS, etc)","tournament",0,10,0,1,NA,0,0,55.93,TRUE,-31.4960441141213,-31.4960441141213,-31.4960441141213
"A34S4MNB9TTJS9",10,"Woman",NA,"48",NA,NA,0,"No",50,50,50,50,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","10","There is no difference in how much men and women prepare",42,"Bachelor's degree (BA, BS, etc)","piecerate",0,0,0,1,NA,0,0,0,TRUE,50,50,50
"A3LEORBLIO6127",14,"Woman",NA,"48",NA,NA,0,"Yes",50,60,0,40,"Men correctly solved more multiplication problems than women","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","4","Women prepare more than men",37,"High school graduate (diploma)","tournament",0,10,0,1,NA,0,0,24.422,TRUE,-11.4960441141213,-61.4960441141213,-1.49604411412132
"A32K5W79SGJ9N3",4,"Man",NA,"48",NA,NA,0,"Yes",40,50,60,40,"Men correctly solved more multiplication problems than women","Men were more likely to practice/study than women","Women would choose piece rate more often than tournament","Men would choose piece rate more often than tournament","6","Men prepare more than women",30,"Some college (1-4 years, no degree)","tournament",0,0,0,0.899999976158142,NA,0,0,3.359,TRUE,40,60,50
"A3IOM69NM7LBYX",10,"Woman",NA,"36",2,NA,1,"Yes",50,0,0,0,"Men correctly solved more multiplication problems than women","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","8","Women prepare more than men",48,"Master's degree (MA, MS, MENG, MSW, etc)","tournament",0,10,0,0.899999976158142,NA,0,0,44.563,TRUE,-11.4960441141213,-61.4960441141213,-61.4960441141213
"A3NIDLYZOX1QAP",9,"Woman",NA,"48",NA,NA,0,"Yes",30,70,30,30,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose tournament more often than piece rate","Men would choose tournament more often than piece rate","3","Women prepare more than men",55,"Bachelor's degree (BA, BS, etc)","piecerate",0,10,0,1,NA,0,0,48.704,TRUE,-31.4960441141213,-31.4960441141213,8.50395588587868
"A1UDXWEE2TMKXH",6,"Woman",NA,"48",NA,NA,0,"Yes",30,10,10,20,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","5","Women prepare more than men",32,"Bachelor's degree (BA, BS, etc)","tournament",0,10,0,0.899999976158142,NA,0,0,57.88,TRUE,-31.4960441141213,-51.4960441141213,-51.4960441141213
