"gender","residence","residence_other","nationality","nationality_other","task_comp_check1","task_comp_check2","task_comp_check3","timing_ctrl1q","timing_ctrl1a","timing_ctrl2q","timing_ctrl2a","timing_ctrl3q","timing_ctrl3a","timing_ctrl4q","timing_ctrl4a","timing_ctrl5q","timing_ctrl5a","timing_prep1q","timing_prep1a","timing_prep2q","timing_prep2a","timing_prep3q","timing_prep3a","timing_prep4q","timing_prep4a","timing_prep5q","timing_prep5a","timing_prep6q","timing_prep6a","timing_prep7q","timing_prep7a","timing_prep8q","timing_prep8a","timing_prep9q","timing_prep9a","timing_prep10q","timing_prep10a","timing_prep11q","timing_prep11a","timing_prep12q","timing_prep12a","comp_check_pr1","comp_check_pr1_do","comp_check_pr2","comp_check_pr2_do","comp_check_comp1","comp_check_comp1_do","comp_check_comp2","comp_check_comp2_do","comp_check_comp3","comp_check_comp3_do","comp_check_comp4","comp_check_comp4_do","comp_choice","conf_rank","better_gender_guess","perc_task_gender_pract","perc_gender_comp","risk","preparedness","perc_gen_gender_pract","fatigue_1","fatigue_2","fab_1","fab_2","fab_3","fab_4","fab_5","fab_6","fab_do","interest","age","race_ethnicity","race_ethnicity_other","income","education","unclear","Gender...1274","condition","score_before_task","unlimited_prep_score","task_score","comp_choice_do","bonus_task","task_comp_check_acc","pay_comp_check_acc","n_comp_wrong","extra_prep_count","pract_choice","practice_nonempty","fati","fab"
"Man","United States",NA,"American",NA,"48",NA,NA,21.248,8.06,16.207,2.499,15.314,1.847,14.012,2.964,NA,3.378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12","$12|$1.20|$0|$.25",NA,NA,"$24","$24|$.25|$2|$0",NA,NA,"$0","$.25|$24|$0|$2",NA,NA,"piecerate",80,"Women","Women","Men",3,"Yes","Women",2,2,4,5,2,4,4,5,"With the right amount of effort and dedication, anyone can become a top scholar in math.|Being a top scholar of math requires a special aptitude that just can’t be taught.|People who are successful in math are very different from ordinary people.|To succeed in math you have to be a special kind of person; not just anyone can be successful in it.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.|If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.",6,62,"White/Caucasian",NA,"$50,000 to $60,000","Bachelor's Degree",NA,0,"control",5,NA,35,"pr_first",3.5,0,0,0,0,"No",0,2,4
"Man","United States",NA,"American",NA,"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.58,1.088,8.167,2.539,6.797,1.855,6.697,1.984,7.707,2.259,9.907,17.164,9.645,2.233,9.814,2.155,9.143,2.039,5.617,1.721,9.403,2.185,11.954,2.226,"$12","$.25|$1.20|$0|$12",NA,NA,"$24","$2|$0|$.25|$24",NA,NA,"$0","$2|$0|$.25|$24",NA,NA,"tournament",80,"Women","Women","Men",3,"No","Women",3,5,4,2,3,2,2,3,"People who are successful in math are very different from ordinary people.|If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.|With the right amount of effort and dedication, anyone can become a top scholar in math.|Being a top scholar of math requires a special aptitude that just can’t be taught.|To succeed in math you have to be a special kind of person; not just anyone can be successful in it.",5,30,"White/Caucasian",NA,"$70,000 to $80,000","Bachelor's Degree","How would I find out if I won the tournament round?",0,"pract",56,NA,83,"tournament_first",0,0,0,0,0,"No",0,4,2.66666666666667
"Woman","United States",NA,"American",NA,"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.296,5.565,17.816,4.07,18.855,4.563,21.373,3.386,22.125,13.694,23.533,3.813,25.068,3.984,22.358,3.609,19.758,4.79,20.189,2.931,29.897,3.361,33.8,3.517,"$12","$.25|$1.20|$12|$0",NA,NA,"$24","$2|$.25|$0|$24",NA,NA,"$0","$2|$0|$.25|$24",NA,NA,"tournament",60,"Men","Women","Men",7,"No","Women",1,1,1,1,2,1,1,1,"With the right amount of effort and dedication, anyone can become a top scholar in math.|Being a top scholar of math requires a special aptitude that just can’t be taught.|People who are successful in math are very different from ordinary people.|To succeed in math you have to be a special kind of person; not just anyone can be successful in it.|If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.",7,62,"White/Caucasian",NA,"$40,000 to $50,000","Graduate Degree","no",1,"pract",57,NA,42,"tournament_first",0,0,0,0,0,"No",0,1,1.16666666666667
"Woman","United States",NA,"American",NA,"48",NA,NA,15.593,3.239,16.078,5.069,16.801,1.749,13.823,1.908,NA,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$1.20","$.25|$12|$1.20|$0","$14","$14|$0|$1.40|$.25","$24","$.25|$0|$2|$24",NA,NA,"$0","$24|$2|$0|$.25",NA,NA,"piecerate",10,"Men","Women","Men",0,"No","Women",6,7,5,6,7,5,6,2,"Being a top scholar of math requires a special aptitude that just can’t be taught.|People who are successful in math are very different from ordinary people.|To succeed in math you have to be a special kind of person; not just anyone can be successful in it.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.|If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.|With the right amount of effort and dedication, anyone can become a top scholar in math.",3,56,"White/Caucasian",NA,"$10,000 to $20,000","High School Diploma","No, it was fine, I just got really nervous & my mind was going blank :(",1,"control",5,30,28,"tournament_first",2.8,0,1,1,1,"Yes",37,6.5,5.16666666666667
"Woman","United States",NA,"American",NA,"48",NA,NA,19.096,2.147,14.59,1.367,14.067,2.811,13.034,1.322,NA,1.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12","$0|$12|$1.20|$.25",NA,NA,"$24","$0|$24|$.25|$2",NA,NA,"$0","$24|$0|$.25|$2",NA,NA,"piecerate",50,"Women","Women","Men",2,"No","Women",3,1,2,2,3,2,2,1,"People who are successful in math are very different from ordinary people.|With the right amount of effort and dedication, anyone can become a top scholar in math.|If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.|Being a top scholar of math requires a special aptitude that just can’t be taught.|To succeed in math you have to be a special kind of person; not just anyone can be successful in it.",6,48,"White/Caucasian",NA,"$10,000 to $20,000","Bachelor's Degree",NA,1,"control",5,NA,39,"pr_first",3.9,0,0,0,0,"No",0,2,2
"Man","United States",NA,"American",NA,"48",NA,NA,12.604,1.945,12.966,2.575,16.473,1.5,10.351,1.186,NA,1.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12","$0|$.25|$1.20|$12",NA,NA,"$24","$.25|$0|$2|$24",NA,NA,"$0","$.25|$2|$24|$0",NA,NA,"piecerate",70,"Men","Men","Men",5,"No","Women",3,3,5,2,3,2,2,4,"To succeed in math you have to be a special kind of person; not just anyone can be successful in it.|With the right amount of effort and dedication, anyone can become a top scholar in math.|Being a top scholar of math requires a special aptitude that just can’t be taught.|People who are successful in math are very different from ordinary people.|If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.",6,36,"White/Caucasian",NA,"$10,000 to $20,000","Some College","No, but when I did the math part my trackpad or mouse went haywire and it wasted 10 seconds, the SOB!",0,"control",5,83,81,"tournament_first",8.1,0,0,0,1,"Yes",83,3,3
"Man","United States",NA,"American",NA,"48",NA,NA,17.049,5.11,20.483,1.724,15.896,1.577,13.501,1.885,NA,22.287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12","$0|$12|$1.20|$.25",NA,NA,"$24","$24|$0|$2|$.25",NA,NA,"$24","$2|$.25|$0|$24","$0","$.25|$2|$28|$0","piecerate",10,"Women","Women","Men",6,"Yes","Women",1,1,6,6,6,6,6,6,"With the right amount of effort and dedication, anyone can become a top scholar in math.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.|If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.|To succeed in math you have to be a special kind of person; not just anyone can be successful in it.|Being a top scholar of math requires a special aptitude that just can’t be taught.|People who are successful in math are very different from ordinary people.",7,31,"Black/African-American",NA,"$40,000 to $50,000","Some College",NA,0,"control",4,39,43,"pr_first",4.3,0,1,1,1,"Yes",45,1,6
"Woman","United States",NA,"American",NA,"48",NA,NA,39.585,4.43,35.543,1.123,32.843,1.843,27.35,1.303,NA,1.242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12","$0|$1.20|$12|$.25",NA,NA,"$24","$24|$0|$.25|$2",NA,NA,"$0","$24|$.25|$0|$2",NA,NA,"piecerate",20,"Men","Women","Men",2,"No","Women",6,6,3,3,3,3,3,6,"With the right amount of effort and dedication, anyone can become a top scholar in math.|To succeed in math you have to be a special kind of person; not just anyone can be successful in it.|People who are successful in math are very different from ordinary people.|Being a top scholar of math requires a special aptitude that just can’t be taught.|If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.",2,22,"Hispanic/Latino",NA,"$20,000 to $30,000","Bachelor's Degree","Nothing was unclear.",1,"control",5,NA,39,"tournament_first",3.9,0,0,0,0,"No",0,6,3.5
"Man","United States",NA,"American",NA,"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.393,5.494,22.991,4.505,29.284,3.7,30.594,4.638,25.4,3.541,31.297,5.601,31.826,4.193,37.966,3.461,34.016,4.056,27,5.2,28.571,4.219,38.841,9.038,"$12","$.25|$0|$12|$1.20",NA,NA,"$24","$24|$0|$2|$.25",NA,NA,"$0","$0|$.25|$2|$24",NA,NA,"piecerate",80,"Women","Women","Men",3,"No","Men",1,1,2,1,2,4,1,2,"Being a top scholar of math requires a special aptitude that just can’t be taught.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.|People who are successful in math are very different from ordinary people.|To succeed in math you have to be a special kind of person; not just anyone can be successful in it.|With the right amount of effort and dedication, anyone can become a top scholar in math.|If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.",6,34,"Black/African-American",NA,"Less than $10,000","High School Diploma",NA,0,"pract",56,NA,33,"pr_first",3.3,0,0,0,0,"No",0,1,2
"Woman","United States",NA,"American",NA,"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.577,2.442,14.762,2.106,21.464,3.412,18.862,2.192,15.947,2.238,17.387,2.02,108.75,3.395,21.7,2.359,22.134,2.65,18.57,7.368,25.914,5.708,25.99,2.363,"$12","$0|$1.20|$.25|$12",NA,NA,"$24","$0|$24|$2|$.25",NA,NA,"$0","$24|$.25|$2|$0",NA,NA,"piecerate",50,"Women","Women","Men",3,"No","Women",4,5,4,3,4,3,3,4,"If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.|Being a top scholar of math requires a special aptitude that just can’t be taught.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.|To succeed in math you have to be a special kind of person; not just anyone can be successful in it.|With the right amount of effort and dedication, anyone can become a top scholar in math.|People who are successful in math are very different from ordinary people.",4,35,"White/Caucasian",NA,"$40,000 to $50,000","Bachelor's Degree",NA,1,"pract",57,NA,41,"pr_first",4.1,0,0,0,0,"No",0,4.5,3.5
"Man","United States",NA,"American",NA,"48",NA,NA,14.211,2.351,12.914,1.1,13.179,1.153,14.843,1.079,NA,0.441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12","$1.20|$0|$.25|$12",NA,NA,"$24","$24|$0|$2|$.25",NA,NA,"$0","$24|$2|$0|$.25",NA,NA,"tournament",70,"Women","Women","Men",10,"No","Women",2,2,2,1,1,3,2,4,"With the right amount of effort and dedication, anyone can become a top scholar in math.|Being a top scholar of math requires a special aptitude that just can’t be taught.|People who are successful in math are very different from ordinary people.|To succeed in math you have to be a special kind of person; not just anyone can be successful in it.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.|If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.",7,22,"Other (please specify)","ethnically ambiguous","$10,000 to $20,000","High School Diploma",NA,0,"control",4,109,61,"tournament_first",12.2,0,0,0,2,"Yes",111,2,2.16666666666667
"Woman","United States",NA,"American",NA,"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.705,3.931,19.691,3.796,20.681,3.048,28.61,4.183,22.546,4.022,21.665,5.076,29.049,3.378,27.839,4.842,18.22,4.289,15.017,4.668,20.754,3.898,33.752,4.786,"$12","$.25|$12|$1.20|$0",NA,NA,"$24","$.25|$0|$2|$24",NA,NA,"$0","$2|$.25|$0|$24",NA,NA,"piecerate",60,"Women","Women","Men",5,"No","Women",5,5,4,4,4,4,3,3,"Being a top scholar of math requires a special aptitude that just can’t be taught.|People who are successful in math are very different from ordinary people.|If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.|To succeed in math you have to be a special kind of person; not just anyone can be successful in it.|With the right amount of effort and dedication, anyone can become a top scholar in math.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.",3,28,"White/Caucasian",NA,"$40,000 to $50,000","Graduate Degree",NA,1,"pract",57,NA,51,"pr_first",5.1,0,0,0,0,"No",0,5,3.66666666666667
"Man","United States",NA,"American",NA,"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.211,0.971,13.085,2.522,10.031,2.064,14.661,0.799,10.878,1.135,16.058,5.621,14.249,0.766,20.585,2.186,12.292,1.444,8.66,4.917,9.128,2.142,13.729,44.67,"$12","$1.20|$.25|$0|$12",NA,NA,"$24","$0|$24|$.25|$2",NA,NA,"$0","$.25|$24|$2|$0",NA,NA,"tournament",90,"Men","Women","Men",7,"No","Women",1,1,1,1,1,1,1,1,"To succeed in math you have to be a special kind of person; not just anyone can be successful in it.|Being a top scholar of math requires a special aptitude that just can’t be taught.|People who are successful in math are very different from ordinary people.|With the right amount of effort and dedication, anyone can become a top scholar in math.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.|If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.",7,27,"White/Caucasian",NA,"$30,000 to $40,000","Graduate Degree","N/A",0,"pract",55,NA,89,"pr_first",0,0,0,0,0,"No",0,1,1
"Woman","United States",NA,"American",NA,"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.073,8.855,16.258,3.924,19.001,7.02,24.726,2.603,15.528,5.089,21.985,3.795,36.562,5.548,30.115,2.966,27.089,4.089,16.335,3.556,16.801,4.897,30.215,3.754,"$12","$12|$0|$1.20|$.25",NA,NA,"$24","$24|$2|$.25|$0",NA,NA,"$24","$2|$.25|$24|$0","$0","$2|$28|$0|$.25","piecerate",30,"Women","Men","Men",7,"No","Women",2,2,1,1,2,4,1,2,"When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.|With the right amount of effort and dedication, anyone can become a top scholar in math.|People who are successful in math are very different from ordinary people.|To succeed in math you have to be a special kind of person; not just anyone can be successful in it.|If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.|Being a top scholar of math requires a special aptitude that just can’t be taught.",6,28,"White/Caucasian",NA,"$20,000 to $30,000","Some College",NA,1,"pract",57,NA,48,"pr_first",4.8,0,1,1,0,"No",0,2,1.83333333333333
"Man","United States",NA,"American",NA,"48",NA,NA,27.538,4.872,26.302,2.212,29.148,2.132,25.174,1.833,NA,1.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12","$.25|$0|$12|$1.20",NA,NA,"$24","$0|$.25|$2|$24",NA,NA,"$0","$2|$0|$.25|$24",NA,NA,"piecerate",30,"Women","Women","Men",2,"No","Women",5,4,4,3,3,3,3,3,"To succeed in math you have to be a special kind of person; not just anyone can be successful in it.|If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.|People who are successful in math are very different from ordinary people.|With the right amount of effort and dedication, anyone can become a top scholar in math.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.|Being a top scholar of math requires a special aptitude that just can’t be taught.",6,24,"Black/African-American",NA,"Less than $10,000","Bachelor's Degree","No, I think everything was clear. The multiplication exam was exciting.",0,"control",5,NA,46,"tournament_first",4.6,0,0,0,0,"No",0,4.5,3.16666666666667
"Woman","United States",NA,"American",NA,"48",NA,NA,19.687,7.801,14.586,1.958,16.685,20.531,12.703,3.602,NA,1.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12","$12|$1.20|$.25|$0",NA,NA,"$24","$0|$24|$2|$.25",NA,NA,"$0","$2|$24|$0|$.25",NA,NA,"piecerate",10,"Men","Women","Women",2,"Yes","Women",3,3,5,5,5,5,5,5,"People who are successful in math are very different from ordinary people.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.|To succeed in math you have to be a special kind of person; not just anyone can be successful in it.|If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.|With the right amount of effort and dedication, anyone can become a top scholar in math.|Being a top scholar of math requires a special aptitude that just can’t be taught.",2,53,"White/Caucasian",NA,"$20,000 to $30,000","Some College","no",1,"control",2,NA,18,"tournament_first",1.8,0,0,0,0,"No",0,3,5
"Man","United States",NA,"American",NA,"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.497,3.071,20.729,7.477,24.867,5.074,34.262,7.178,27.846,11.876,26.153,2.201,45.535,8.948,38.957,10.813,25.944,11.886,42.737,15.161,108.252,19.934,52.739,19.873,"$1.20","$1.20|$0|$.25|$12","$14","$.25|$0|$1.40|$14","$24","$.25|$24|$0|$2",NA,NA,"$0","$.25|$24|$2|$0",NA,NA,"piecerate",20,"Women","Men","Women",6,"Yes","Men",3,3,3,2,3,1,2,2,"If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.|Being a top scholar of math requires a special aptitude that just can’t be taught.|With the right amount of effort and dedication, anyone can become a top scholar in math.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.|People who are successful in math are very different from ordinary people.|To succeed in math you have to be a special kind of person; not just anyone can be successful in it.",6,50,"White/Caucasian",NA,"Less than $10,000","High School Diploma",NA,0,"pract",55,NA,24,"tournament_first",2.4,0,1,1,0,"No",0,3,2.16666666666667
"Woman","United States",NA,"American",NA,"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.277,2.452,10.462,3.206,19.453,2.198,16.492,2.328,13.16,1.824,19.62,3.83,20.31,1.814,27.725,1.958,14.781,3.267,9.002,3.57,10.799,2.196,23.349,2.801,"$12","$12|$1.20|$0|$.25",NA,NA,"$24","$2|$24|$.25|$0",NA,NA,"$0","$2|$24|$.25|$0",NA,NA,"piecerate",30,"Men","Women","Men",2,"No","Women",6,7,6,6,5,6,5,5,"To succeed in math you have to be a special kind of person; not just anyone can be successful in it.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.|With the right amount of effort and dedication, anyone can become a top scholar in math.|Being a top scholar of math requires a special aptitude that just can’t be taught.|If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.|People who are successful in math are very different from ordinary people.",5,28,"White/Caucasian",NA,"$50,000 to $60,000","Bachelor's Degree",NA,1,"pract",57,NA,45,"tournament_first",4.5,0,0,0,0,"No",0,6.5,5.5
"Woman","United States",NA,"American",NA,"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.344,8.821,11.999,7.36,19.744,13.94,25.666,8.551,14.007,7.413,14.982,4.501,29.441,7.643,21.152,7.795,18.503,7.86,10.086,7.748,14.555,7.043,42.074,18.434,"$12","$1.20|$.25|$0|$12",NA,NA,"$24","$0|$24|$.25|$2",NA,NA,"$0","$0|$2|$.25|$24",NA,NA,"piecerate",60,"Women","Women","Men",3,"No","Women",2,2,3,3,3,3,2,2,"People who are successful in math are very different from ordinary people.|With the right amount of effort and dedication, anyone can become a top scholar in math.|To succeed in math you have to be a special kind of person; not just anyone can be successful in it.|Being a top scholar of math requires a special aptitude that just can’t be taught.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.|If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.",5,24,"East Asian",NA,"$20,000 to $30,000","Bachelor's Degree",NA,1,"pract",57,63,69,"tournament_first",6.9,0,0,0,1,"Yes",64,2,2.66666666666667
"Man","United States",NA,"American",NA,"48",NA,NA,13.274,3.516,13.058,1.492,13.823,1.339,12.757,1.101,NA,1.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$1.20","$12|$.25|$0|$1.20","$14","$1.40|$.25|$0|$14","$24","$0|$2|$24|$.25",NA,NA,"$24","$.25|$24|$2|$0","$0","$2|$.25|$0|$28","tournament",70,"Women","Men","Men",7,"Yes","Women",3,3,3,5,3,3,3,3,"When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.|With the right amount of effort and dedication, anyone can become a top scholar in math.|If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.|Being a top scholar of math requires a special aptitude that just can’t be taught.|To succeed in math you have to be a special kind of person; not just anyone can be successful in it.|People who are successful in math are very different from ordinary people.",6,32,"Black/African-American",NA,"$30,000 to $40,000","Bachelor's Degree","nope",0,"control",3,39,46,"pr_first",0,0,2,2,1,"Yes",41,3,3.33333333333333
"Man","United States",NA,"American",NA,"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.88,2.719,18.684,2.029,31.441,4.185,26.602,2.605,19.547,7.312,21.161,2.259,21.013,36.262,33.059,1.686,19.027,2.07,21.016,1.806,18.322,14.542,25.574,1.746,"$12","$0|$12|$1.20|$.25",NA,NA,"$24","$0|$2|$.25|$24",NA,NA,"$0","$24|$2|$0|$.25",NA,NA,"tournament",10,"Men","Men","Men",7,"Yes","Men",5,5,6,5,3,3,6,5,"To succeed in math you have to be a special kind of person; not just anyone can be successful in it.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.|With the right amount of effort and dedication, anyone can become a top scholar in math.|Being a top scholar of math requires a special aptitude that just can’t be taught.|People who are successful in math are very different from ordinary people.|If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.",5,26,"White/Caucasian",NA,"$10,000 to $20,000","High School Diploma",NA,0,"pract",57,26,39,"tournament_first",0,0,0,0,1,"Yes",26,5,4.66666666666667
"Man","United States",NA,"American",NA,"48",NA,NA,14.891,3.108,12.206,1.413,15.271,1.142,12.676,2.011,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12","$1.20|$.25|$0|$12",NA,NA,"$24","$.25|$0|$24|$2",NA,NA,"$0","$2|$0|$.25|$24",NA,NA,"tournament",50,"Men","Women","Men",8,"No","Women",1,1,1,1,1,1,1,7,"With the right amount of effort and dedication, anyone can become a top scholar in math.|To succeed in math you have to be a special kind of person; not just anyone can be successful in it.|Being a top scholar of math requires a special aptitude that just can’t be taught.|If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.|People who are successful in math are very different from ordinary people.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.",6,41,"White/Caucasian",NA,"$90,000 to $100,000","Some College",NA,0,"control",5,50,49,"tournament_first",9.8,0,0,0,1,"Yes",50,1,2
"Man","United States",NA,"American",NA,"48",NA,NA,21.692,24.035,17.155,2.13,16.356,1.181,13.725,1.37,NA,1.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12","$12|$1.20|$0|$.25",NA,NA,"$24","$0|$24|$.25|$2",NA,NA,"$0","$2|$24|$.25|$0",NA,NA,"piecerate",70,"Women","Women","Men",6,"No","Women",5,3,3,3,3,5,3,5,"If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.|With the right amount of effort and dedication, anyone can become a top scholar in math.|People who are successful in math are very different from ordinary people.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.|To succeed in math you have to be a special kind of person; not just anyone can be successful in it.|Being a top scholar of math requires a special aptitude that just can’t be taught.",3,35,"East Asian",NA,"$60,000 to $70,000","Bachelor's Degree",NA,0,"control",4,56,82,"pr_first",8.2,0,0,0,1,"Yes",56,4,3.66666666666667
"Man","United States",NA,"American",NA,"48",NA,NA,24.188,2.415,13.917,2.3,18.085,1.064,13.537,2.793,NA,2.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12","$1.20|$12|$0|$.25",NA,NA,"$2","$.25|$2|$0|$24","$28","$2|$28|$0|$.25","$0","$24|$2|$.25|$0",NA,NA,"tournament",80,"Men","Men","Women",2,"No","Men",2,3,7,3,4,2,3,6,"If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.|With the right amount of effort and dedication, anyone can become a top scholar in math.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.|Being a top scholar of math requires a special aptitude that just can’t be taught.|People who are successful in math are very different from ordinary people.|To succeed in math you have to be a special kind of person; not just anyone can be successful in it.",2,48,"White/Caucasian",NA,"$50,000 to $60,000","Some College","No",0,"control",2,NA,47,"tournament_first",9.4,0,1,1,0,"No",0,2.5,4.16666666666667
"Woman","United States",NA,"American",NA,"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.394,3.569,15.135,7.153,13.188,3.55,14.311,3.744,12.862,5.778,10.655,7.539,19.461,7.966,21.851,7.721,20.282,4.597,8.831,3.522,11.355,3.81,22.848,3.83,"$12","$1.20|$0|$.25|$12",NA,NA,"$24","$2|$24|$0|$.25",NA,NA,"$0","$24|$.25|$0|$2",NA,NA,"piecerate",80,"Men","Women","Men",6,"No","Women",3,3,5,5,6,5,5,5,"When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.|To succeed in math you have to be a special kind of person; not just anyone can be successful in it.|With the right amount of effort and dedication, anyone can become a top scholar in math.|Being a top scholar of math requires a special aptitude that just can’t be taught.|If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.|People who are successful in math are very different from ordinary people.",5,55,"White/Caucasian",NA,"$30,000 to $40,000","Bachelor's Degree","no, very clear",1,"pract",56,NA,98,"pr_first",9.8,0,0,0,0,"No",0,3,5.16666666666667
