"gender","gender_other","residence","residence_other","nationality","nationality_other","task_comp_check1","task_comp_check2","task_comp_check3","comp_check_pr1","comp_check_pr1_do","comp_check_pr2","comp_check_pr2_do","comp_check_comp1","comp_check_comp1_do","comp_check_comp2","comp_check_comp2_do","comp_check_comp3","comp_check_comp3_do","comp_check_comp4","comp_check_comp4_do","comp_choice","pract_choice","conf_rank","better_gender_guess","perc_task_gender_pract","perc_gender_comp","risk","calc1","calc2","calc3","calc4","calc5","perc_gen_gender_pract","age","race_ethnicity","race_ethnicity_other","income","education","unclear","Gender...2646","condition","task_score","comp_choice_do","pract_count1","pract_count2","pract_count3","pract_count4","pract_count5","pract_count6","pract_count7","pract_count8","pract_count9","pract_count10","pract_count11","pract_count12","practice_nonempty","task_comp_check_acc","pay_comp_check_acc","n_comp_wrong","total_review_count","practice_choice_numeric","id"
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$1.20|$.25|$0|$12",NA,NA,"$24","$2|$.25|$24|$0",NA,NA,"$0","$2|$0|$.25|$24",NA,NA,"piecerate","No",40,"Men","Women","Men",2,"Slower","No","No","Slower","Women","Women",49,"White/Caucasian",NA,"$10,000 to $20,000","Some College",NA,1,"pract",59,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$.25|$0|$1.20|$12",NA,NA,"$24","$0|$2|$24|$.25",NA,NA,"$0","$.25|$0|$24|$2",NA,NA,"piecerate","Yes",90,"Women","Women","Women",1,"Slower","No","Yes","Slower","Men","Women",27,"White/Caucasian",NA,"$40,000 to $50,000","Some College","Not at all",1,"pract",30,"pr_first",0,0,0,0,0,0,0,0,0,1,0,1,24,0,0,0,3,1,458
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$12|$.25|$0|$1.20","$14","$0|$14|$.25|$1.40","$24","$24|$0|$.25|$2",NA,NA,"$0","$24|$.25|$0|$2",NA,NA,"piecerate","Yes",50,"Women","Women","Women",8,"Slower","No","Yes","Slower","Men","Women",44,"Black/African-American",NA,"$30,000 to $40,000","Some College","no",0,"control",35,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,459
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$12|$.25|$1.20",NA,NA,"$24","$0|$24|$.25|$2",NA,NA,"$0","$2|$0|$.25|$24",NA,NA,"piecerate","No",70,"Men","Women","Men",1,"Slower","No","No","Slower","Women","Women",56,"White/Caucasian",NA,"$20,000 to $30,000","Bachelor's Degree",NA,1,"control",55,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$1.20|$0|$12|$.25",NA,NA,"$24","$0|$.25|$2|$24",NA,NA,"$0","$2|$.25|$0|$24",NA,NA,"piecerate","No",80,"Women","Women","Men",2,"Slower","No","No","Slower","Women","Women",20,"White/Caucasian",NA,"Less than $10,000","Some College","Nope.",0,"pract",93,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$.25|$1.20|$0|$12","$14","$.25|$14|$0|$1.40","$24","$2|$.25|$24|$0",NA,NA,"$0","$2|$.25|$0|$24",NA,NA,"piecerate","No",80,"Men","Women","Men",7,"Slower","No","Yes","Slower","Men","Men",57,"White/Caucasian",NA,"$10,000 to $20,000","Some College",NA,1,"control",15,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,462
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$.25|$12|$1.20",NA,NA,"$24","$.25|$2|$24|$0",NA,NA,"$0","$24|$.25|$0|$2",NA,NA,"piecerate","Yes",60,"Men","Women","Women",6,"Slower","No","No","Slower","Women","Women",65,"White/Caucasian",NA,"$90,000 to $100,000","Graduate Degree","No. Very clear.",1,"control",38,"pr_first",0,0,0,0,0,1,0,1,0,0,0,1,36,0,0,0,4,1,463
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$.25|$12|$1.20",NA,NA,"$24","$0|$24|$2|$.25",NA,NA,"$0","$0|$24|$2|$.25",NA,NA,"piecerate","No",60,"Women","Women","Men",4,"Slower","No","Yes","Slower","Men","Women",67,"White/Caucasian",NA,"$30,000 to $40,000","Some College","thanks",0,"pract",48,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$.25|$1.20|$0",NA,NA,"$24","$2|$24|$0|$.25",NA,NA,"$0","$2|$24|$.25|$0",NA,NA,"piecerate","No",60,"Women","Women","Men",2,"Slower","No","Yes","Slower","Men","Women",20,"White/Caucasian",NA,"$20,000 to $30,000","Some College","No",1,"pract",50,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$1.20|$12|$0|$.25",NA,NA,"$24","$0|$.25|$2|$24",NA,NA,"$24","$24|$.25|$2|$0","$0","$28|$0|$.25|$2","piecerate","No",70,"Men","Women","Men",7,"Slower","No","No","Slower","Women","Women",55,"White/Caucasian",NA,"$30,000 to $40,000","Some College","no",1,"pract",24,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,466
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$.25|$1.20|$12",NA,NA,"$24","$2|$.25|$24|$0",NA,NA,"$0","$.25|$2|$0|$24",NA,NA,"tournament","No",90,"Women","Women","Men",4,"Slower","No","Yes","Slower","Men","Women",25,"White/Caucasian",NA,"$10,000 to $20,000","Bachelor's Degree",NA,0,"pract",64,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$0|$1.20|$.25",NA,NA,"$24","$24|$0|$.25|$2",NA,NA,"$0","$2|$24|$.25|$0",NA,NA,"piecerate","No",40,"Women","Women","Men",2,"Slower","No","No","Slower","Men","Women",47,"Black/African-American",NA,"$30,000 to $40,000","Some College","no. very fun.. thank you",0,"control",63,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$.25|$1.20|$12",NA,NA,"$24","$24|$0|$2|$.25",NA,NA,"$0","$.25|$0|$2|$24",NA,NA,"piecerate","Yes",40,"Women","Women","Men",7,"Slower","No","No","Slower","Men","Women",55,"White/Caucasian",NA,"$20,000 to $30,000","High School Diploma",NA,1,"control",45,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,469
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$.25|$1.20|$12|$0","$14","$.25|$0|$1.40|$14","$24","$24|$2|$0|$.25",NA,NA,"$0","$0|$24|$2|$.25",NA,NA,"piecerate","No",0,"Men","Women","Men",10,"Faster","No","Yes","Faster","Men","Women",21,"White/Caucasian,Hispanic/Latino",NA,"$100,000 to $200,00","Some College",NA,1,"pract",34,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,470
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$0|$12|$1.20|$.25","$14","$1.40|$.25|$0|$14","$24","$2|$0|$.25|$24",NA,NA,"$0","$2|$.25|$24|$0",NA,NA,"tournament","Yes",50,"Men","Women","Men",10,"Slower","No","Yes","Slower","Men","Women",24,"White/Caucasian,Hispanic/Latino",NA,"$20,000 to $30,000","Some College",NA,1,"control",60,"tournament_first",0,1,1,0,0,1,0,0,0,0,0,0,36,0,1,1,4,1,471
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$1.20|$.25|$0|$12",NA,NA,"$24","$0|$.25|$2|$24",NA,NA,"$0","$24|$.25|$0|$2",NA,NA,"tournament","No",40,"Women","Women","Men",7,"Faster","No","Yes","Slower","Men","Women",20,"White/Caucasian,Black/African-American",NA,"Less than $10,000","Some College","n/a",0,"control",69,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$.25|$1.20|$12|$0","$14","$.25|$1.40|$0|$14","$24","$0|$2|$.25|$24",NA,NA,"$0","$24|$0|$2|$.25",NA,NA,"piecerate","Yes",40,"Men","Women","Men",5,"Slower","No","Yes","Slower","Men","Women",50,"Other (please specify)","Mixed Race","$20,000 to $30,000","Some College",NA,0,"pract",35,"tournament_first",0,0,0,0,0,1,0,0,0,0,0,0,12,0,1,1,2,1,473
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$.25|$0|$1.20|$12",NA,NA,"$24","$24|$.25|$0|$2",NA,NA,"$0","$2|$.25|$24|$0",NA,NA,"piecerate","Yes",60,"Men","Women","Men",4,"Slower","No","No","Slower","Men","Women",40,"White/Caucasian",NA,"$30,000 to $40,000","Some College","no",1,"pract",61,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,474
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$.25|$1.20|$0",NA,NA,"$24","$24|$0|$2|$.25",NA,NA,"$24","$.25|$0|$2|$24","$0","$2|$.25|$28|$0","piecerate","Yes",30,"Men","Women","Men",6,"Slower","No","Yes","Slower","Men","Women",21,"White/Caucasian",NA,"Less than $10,000","Some College",NA,0,"control",39,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,475
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$0|$1.20|$12|$.25","$14","$0|$1.40|$14|$.25","$2","$.25|$24|$0|$2","$28","$2|$.25|$28|$0","$24","$0|$.25|$2|$24","$0","$28|$2|$.25|$0","piecerate","Yes",20,"Women","Men","Men",4,"Slower","No","Yes","Slower","Men","Women",19,"Hispanic/Latino",NA,"$10,000 to $20,000","Some College",NA,0,"pract",34,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,476
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$1.20|$12|$0|$.25","$14","$14|$0|$.25|$1.40","$24","$24|$2|$.25|$0",NA,NA,"$24","$24|$2|$0|$.25","$0","$28|$0|$.25|$2","piecerate","No",70,"Women","Men","Men",9,"Faster","No","Yes","Faster","Men","Men",31,"White/Caucasian",NA,"$80,000 to $90,000","Bachelor's Degree","no",0,"control",20,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,477
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$12|$.25|$1.20|$0","$14","$.25|$0|$1.40|$14","$24","$0|$.25|$24|$2",NA,NA,"$0","$.25|$0|$24|$2",NA,NA,"piecerate","No",60,"Men","Women","Men",7,"Slower","No","Yes","Slower","Men","Women",34,"White/Caucasian",NA,"$20,000 to $30,000","Some College","no",1,"pract",57,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,478
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$.25|$1.20|$12",NA,NA,"$24","$2|$0|$.25|$24",NA,NA,"$0","$0|$24|$2|$.25",NA,NA,"piecerate","Yes",50,"Men","Women","Women",4,"Slower","No","No","Slower","Men","Women",48,"White/Caucasian",NA,"$10,000 to $20,000","Bachelor's Degree","NO",1,"control",53,"pr_first",0,1,1,0,0,0,0,0,0,0,0,0,24,0,0,0,3,1,479
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$1.20|$12|$0|$.25",NA,NA,"$24","$2|$.25|$24|$0",NA,NA,"$0","$.25|$0|$24|$2",NA,NA,"piecerate","No",70,"Women","Women","Men",4,"Slower","No","Yes","Slower","Men","Women",22,"Black/African-American",NA,"$40,000 to $50,000","Some College",NA,1,"pract",42,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$1.20|$.25|$12|$0",NA,NA,"$24","$2|$.25|$24|$0",NA,NA,"$0","$.25|$24|$2|$0",NA,NA,"piecerate","Yes",50,"Women","Women","Men",2,"Faster","No","Yes","Faster","Men","Women",19,"White/Caucasian,Hispanic/Latino",NA,"Less than $10,000","Some College",NA,0,"pract",47,"tournament_first",0,0,0,1,0,1,0,0,0,0,0,1,36,0,0,0,4,1,481
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$.25|$12|$1.20|$0",NA,NA,"$24","$24|$2|$.25|$0",NA,NA,"$0","$2|$.25|$24|$0",NA,NA,"tournament","No",80,"Men","Women","Men",4,"Slower","No","Yes","Slower","Men","Women",31,"East Asian",NA,"$100,000 to $200,00","Graduate Degree",NA,1,"control",76,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$.25|$1.20|$12",NA,NA,"$2","$24|$.25|$2|$0","$28","$2|$.25|$0|$28","$0","$2|$.25|$24|$0",NA,NA,"piecerate","No",60,"Women","Men","Men",7,"Slower","No","No","Slower","Men","Men",30,"White/Caucasian",NA,"$60,000 to $70,000","Bachelor's Degree",NA,0,"pract",76,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,483
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$1.20|$12|$0|$.25","$14","$1.40|$.25|$0|$14","$2","$.25|$24|$0|$2","$28","$2|$0|$28|$.25","$24","$24|$2|$0|$.25","$0","$.25|$28|$2|$0","piecerate","Yes",30,"Men","Women","Men",2,"Slower","No","No","Slower","Men","Women",47,"White/Caucasian",NA,"Less than $10,000","Vocational Training","no",0,"pract",41,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,484
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$0|$1.20|$.25",NA,NA,"$24","$.25|$2|$0|$24",NA,NA,"$0","$24|$2|$0|$.25",NA,NA,"piecerate","Yes",20,"Women","Women","Men",6,"Slower","No","Yes","Slower","Men","Women",31,"White/Caucasian",NA,"$10,000 to $20,000","High School Diploma","Everything was clear and worked with no problems.",0,"control",45,"tournament_first",0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,2,1,485
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$0|$1.20|$.25",NA,NA,"$24","$.25|$24|$0|$2",NA,NA,"$24","$2|$.25|$24|$0","$0","$28|$0|$.25|$2","piecerate","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"pract",NA,"tournament_first",2,0,0,0,0,0,0,0,0,0,0,0,12,0,1,1,3,1,486
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$12|$.25|$1.20",NA,NA,"$24","$24|$0|$2|$.25",NA,NA,"$0","$.25|$2|$24|$0",NA,NA,"piecerate","No",80,"Men","Women","Men",1,"Slower","No","No","Slower","Women","Women",38,"White/Caucasian",NA,"$80,000 to $90,000","Graduate Degree","no",1,"control",64,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$1.20|$0|$.25",NA,NA,"$24","$.25|$24|$0|$2",NA,NA,"$0","$24|$0|$.25|$2",NA,NA,"piecerate","No",40,"Men","Women","Men",8,"Faster","No","Yes","Faster","Women","Women",31,"White/Caucasian",NA,"$90,000 to $100,000","Bachelor's Degree","No",0,"control",32,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488
"Woman",NA,"United States",NA,"American",NA,"96","2",NA,"$1.20","$1.20|$.25|$12|$0","$14","$14|$0|$1.40|$.25","$24","$.25|$0|$24|$2",NA,NA,"$24","$2|$24|$.25|$0","$0","$2|$0|$28|$.25","piecerate","Yes",60,"Women","Women","Women",7,"Slower","Yes","No","Slower","Women","Men",40,"East Asian",NA,"$100,000 to $200,00","Bachelor's Degree",NA,1,"control",40,"pr_first",1,0,0,0,0,0,0,0,0,0,0,0,12,1,2,3,2,1,489
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$12|$1.20|$0|$.25","$14","$.25|$1.40|$0|$14","$24","$2|$0|$24|$.25",NA,NA,"$0","$2|$.25|$0|$24",NA,NA,"piecerate","No",50,"Women","Women","Men",6,"Slower","No","Yes","Faster","Women","Women",33,"White/Caucasian",NA,"$30,000 to $40,000","Some College","NO",1,"pract",38,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,490
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$1.20|$.25|$0",NA,NA,"$24","$.25|$0|$24|$2",NA,NA,"$0","$0|$2|$.25|$24",NA,NA,"piecerate","No",30,"Men","Women","Men",6,"Slower","Yes","Yes","Slower","Men","Women",29,"White/Caucasian",NA,"$30,000 to $40,000","Bachelor's Degree","no",1,"control",48,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$1.20|$.25|$12",NA,NA,"$24","$24|$0|$2|$.25",NA,NA,"$24","$.25|$0|$2|$24","$0","$.25|$2|$28|$0","piecerate","No",30,"Women","Women","Men",2,"Faster","No","Yes","Faster","Men","Women",32,"White/Caucasian",NA,"$40,000 to $50,000","Some College",NA,0,"control",38,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,492
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$.25|$12|$1.20|$0",NA,NA,"$24","$.25|$0|$2|$24",NA,NA,"$0","$0|$.25|$2|$24",NA,NA,"piecerate","Yes",30,"Men","Women","Men",0,"Slower","No","No","Slower","Women","Women",38,"White/Caucasian",NA,"$60,000 to $70,000","Some College","No",1,"control",51,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,493
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$1.20|$0|$.25",NA,NA,"$24","$0|$2|$.25|$24",NA,NA,"$0","$24|$2|$0|$.25",NA,NA,"piecerate","Yes",40,"Men","Women","Men",3,"Slower","Yes","Yes","Slower","Women","Women",33,"Black/African-American",NA,"$90,000 to $100,000","Graduate Degree",NA,1,"pract",54,"tournament_first",0,0,0,1,0,1,0,0,0,0,0,0,24,0,0,0,3,1,494
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$.25|$12|$0|$1.20",NA,NA,"$24","$0|$.25|$24|$2",NA,NA,"$0","$0|$2|$.25|$24",NA,NA,"piecerate","Yes",50,"Men","Women","Men",8,"Slower","No","Yes","Slower","Men","Women",48,"White/Caucasian",NA,"$60,000 to $70,000","Some College",NA,1,"pract",37,"pr_first",0,0,0,0,0,1,0,1,0,0,0,0,24,0,0,0,3,1,495
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$.25|$12|$0|$1.20","$14","$.25|$0|$1.40|$14","$2","$2|$0|$24|$.25","$28","$2|$.25|$28|$0","$24","$.25|$24|$0|$2","$0","$0|$2|$28|$.25","piecerate","Yes",40,"Men","Women","Men",6,"Slower","No","Yes","Slower","Men","Women",32,"White/Caucasian",NA,"$80,000 to $90,000","Graduate Degree",NA,0,"control",45,"tournament_first",1,0,0,0,0,0,0,0,0,0,0,0,12,0,3,3,2,1,496
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$12|$1.20|$.25",NA,NA,"$24","$24|$2|$0|$.25",NA,NA,"$0","$.25|$2|$0|$24",NA,NA,"piecerate","No",70,"Women","Women","Men",7,"Faster","No","Yes","Faster","Men","Women",21,"White/Caucasian",NA,"$20,000 to $30,000","Some College",NA,0,"control",64,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$1.20|$0|$.25",NA,NA,"$24","$2|$.25|$0|$24",NA,NA,"$0","$24|$.25|$2|$0",NA,NA,"piecerate","No",70,"Women","Women","Men",5,"Slower","No","Yes","Slower","Women","Women",55,"White/Caucasian",NA,"$70,000 to $80,000","Bachelor's Degree","No",1,"pract",44,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$1.20|$.25|$0|$12",NA,NA,"$24","$0|$2|$.25|$24",NA,NA,"$24","$24|$2|$0|$.25","$0","$.25|$28|$0|$2","piecerate","No",10,"Women","Men","Women",1,"Faster","No","Yes","Faster","Men","Women",21,"Black/African-American",NA,"Less than $10,000","Some College",NA,0,"control",17,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,499
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$.25|$1.20|$0|$12",NA,NA,"$24","$.25|$24|$2|$0",NA,NA,"$24","$24|$2|$0|$.25","$0","$0|$2|$.25|$28","piecerate","Yes",60,"Women","Women","Men",6,"Slower","No","Yes","Slower","Men","Women",25,"White/Caucasian",NA,"$50,000 to $60,000","Graduate Degree",NA,0,"pract",78,"tournament_first",1,2,2,3,0,3,3,0,0,0,0,4,216,0,1,1,19,1,500
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$0|$12|$.25|$1.20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"control",NA,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,501
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$1.20|$12|$0|$.25",NA,NA,"$24","$0|$24|$.25|$2",NA,NA,"$24","$0|$2|$24|$.25","$0","$28|$0|$2|$.25","piecerate","Yes",80,"Men","Women","Men",10,"Slower","No","No","Slower","Women","Men",29,"White/Caucasian",NA,"$10,000 to $20,000","High School Diploma",NA,1,"control",54,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,502
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$1.20|$.25|$12",NA,NA,"$24","$.25|$0|$24|$2",NA,NA,"$0","$2|$24|$0|$.25",NA,NA,"piecerate","Yes",30,"Men","Women","Women",2,"Slower","No","Yes","Faster","Men","Women",44,"White/Caucasian",NA,"Less than $10,000","Some College",NA,1,"pract",32,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,503
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$1.20|$.25|$0|$12",NA,NA,"$24","$2|$.25|$0|$24",NA,NA,"$0","$.25|$0|$2|$24",NA,NA,"piecerate","No",70,"Women","Women","Men",9,"Faster","No","No","Faster","Men","Women",33,"White/Caucasian",NA,"$30,000 to $40,000","Bachelor's Degree","they were clear",1,"pract",34,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$.25|$0|$1.20",NA,NA,"$24","$0|$2|$.25|$24",NA,NA,"$0","$24|$.25|$0|$2",NA,NA,"tournament","Yes",80,"Men","Women","Men",3,"Slower","No","Yes","Slower","Men","Women",26,"White/Caucasian",NA,"$10,000 to $20,000","Bachelor's Degree","no",0,"pract",67,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,505
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$.25|$1.20|$0",NA,NA,"$24","$24|$2|$0|$.25",NA,NA,"$0","$.25|$0|$2|$24",NA,NA,"piecerate","No",70,"Men","Women","Men",7,"Slower","Yes","Yes","Faster","Men","Women",24,"White/Caucasian",NA,"$20,000 to $30,000","Graduate Degree",NA,0,"pract",45,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$1.20|$12|$0|$.25",NA,NA,"$24","$24|$0|$2|$.25",NA,NA,"$0","$.25|$24|$0|$2",NA,NA,"piecerate","Yes",70,"Men","Women","Men",6,"Slower","No","No","Slower","Men","Women",48,"White/Caucasian",NA,"$30,000 to $40,000","Bachelor's Degree","nothing was unclear",0,"control",61,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,507
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$1.20|$0|$12|$.25",NA,NA,"$24","$2|$0|$24|$.25",NA,NA,"$0","$2|$24|$.25|$0",NA,NA,"piecerate","Yes",60,"Men","Women","Men",1,"Slower","No","No","Slower","Women","Women",41,"White/Caucasian",NA,"$10,000 to $20,000","High School Diploma","NO",1,"pract",99,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,508
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$.25|$12|$0|$1.20","$14","$1.40|$.25|$14|$0","$24","$0|$2|$.25|$24",NA,NA,"$0","$0|$2|$.25|$24",NA,NA,"tournament","No",30,"Women","Women","Men",10,"Slower","No","Yes","Slower","Men","Women",34,"Black/African-American",NA,"$60,000 to $70,000","Graduate Degree","no",1,"control",65,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,509
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$.25|$1.20|$0|$12",NA,NA,"$24","$0|$2|$24|$.25",NA,NA,"$24","$2|$.25|$24|$0","$0","$2|$.25|$0|$28","piecerate","Yes",30,"Women","Men","Men",5,"Slower","No","No","Slower","Men","Men",60,"White/Caucasian",NA,"$10,000 to $20,000","Bachelor's Degree","no",1,"control",44,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,510
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$.25|$0|$1.20",NA,NA,"$24","$0|$2|$.25|$24",NA,NA,"$0","$0|$.25|$2|$24",NA,NA,"piecerate","No",40,"Women","Women","Men",7,"Faster","No","Yes","Faster","Men","Women",25,"East Asian",NA,"$30,000 to $40,000","Bachelor's Degree",NA,0,"control",58,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$0|$12|$.25|$1.20","$14","$.25|$0|$14|$1.40","$24","$2|$24|$0|$.25",NA,NA,"$0","$24|$0|$.25|$2",NA,NA,"piecerate","No",50,"Men","Women","Men",3,"Slower","No","Yes","Slower","Women","Women",37,"White/Caucasian",NA,"$40,000 to $50,000","Bachelor's Degree",NA,1,"pract",45,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,512
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$0|$1.20|$.25",NA,NA,"$24","$2|$0|$24|$.25",NA,NA,"$0","$0|$2|$.25|$24",NA,NA,"piecerate","No",70,"Men","Women","Men",6,"Slower","No","Yes","Slower","Men","Women",31,"White/Caucasian",NA,"$30,000 to $40,000","Bachelor's Degree",NA,0,"pract",88,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513
